unique_work_order_no,create_date_raw,equipment_asset_no,datetime_open_raw,datetime_closed_raw,vendor_id,vendor_name,clean_work_order_key,maintenance_vehicle_key,maintenance_vendor_key,clean_labor_cost,clean_parts_cost,clean_commercial_cost,clean_total_cost,clean_record_status,alteryx_processed_at,source_table,source_record_id,asset_no,vehicle_id,clean_vehicle_key,clean_vendor_key
WO-2024-002157,2024-05-14 06:15:00,10143,05/15/2024 10:15,2024-05-21 10:15:00,V2024,Unknown Vendor,WO-2024-002157,10143,V2024,659.57,1020.29,0.00,1679.86,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002157,10143,VH-10143,VH-10143,V2024
WO-2026-000929,2025-02-13 03:20:00,10143,2025-02-14 20:20:00,02/21/2025 06:20,V2039,Premier Collision Center,WO-2026-000929,10143,V2039,1544.89,339.57,1177.82,3062.28,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000929,10143,VH-10143,VH-10143,V2039
WO-2024-003750,2025-06-30 08:20:00,10143,2025-07-02 03:20:00,2025-07-07 09:20:00,V2020,Universal Fleet Solutions,WO-2024-003750,10143,V2020,1747.92,1308.04,0.00,3055.96,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003750,10143,VH-10143,VH-10143,V2020
WO-2024-002652,2025-03-28 01:30:00,10120,2025-03-28 07:30:00,2025-04-03 00:30:00,V2014,BlueLine Fuel,WO-2024-002652,10120,V2014,1357.92,1141.88,0.00,2499.80,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002652,10120,VH-10120,VH-10120,V2014
WO-2025-000304,2024-11-11 15:05:00,10120,2024-11-13 06:05:00,2024-11-22 03:05:00,V2023,Budget Auto Care,WO-2025-000304,10120,V2023,1313.21,655.13,943.94,2912.28,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000304,10120,VH-10120,VH-10120,V2023
WO-2025-003190,2025-05-25 19:20:00,10120,2025-05-25 23:20:00,2025-05-27 07:20:00,V2007,Midwest Diesel Service,WO-2025-003190,10120,V2007,973.41,910.19,437.80,2321.40,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003190,10120,VH-10120,VH-10120,V2007
WO-2024-001509,2024-04-15 07:00:00,10120,2024-04-15 18:00:00,2024-04-21 21:00:00,V2007,Midwest Diesel Service,WO-2024-001509,10120,V2007,2037.11,510.90,109.00,2657.01,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001509,10120,VH-10120,VH-10120,V2007
WO-2025-000379,2025-01-25 01:45:00,10120,2025-01-26 09:45:00,2025-02-04 00:45:00,V2022,Precision Hydraulics,WO-2025-000379,10120,V2022,1553.55,942.44,956.17,3452.16,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000379,10120,VH-10120,VH-10120,V2022
WO-2025-003178,2024-03-06 14:20:00,10120,2024-03-07 16:20:00,2024-03-14 06:20:00,V2068,Premier Collision Center,WO-2025-003178,10120,V2068,1809.46,927.42,0.00,2736.88,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003178,10120,VH-10120,VH-10120,V2068
WO-2025-002185,2025-09-22 07:20:00,10268,2025-09-23 21:20:00,2025-09-27 11:20:00,V2004,FleetPro Service Center,WO-2025-002185,10268,V2004,1361.88,1429.20,0.00,2791.08,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002185,10268,VH-10268,VH-10268,V2004
WO-2025-003727,2026-02-05 03:20:00,10268,2026-02-05 06:20:00,2026-02-11 20:20:00,V2004,FleetPro Service Center,WO-2025-003727,10268,V2004,2084.48,1059.76,0.00,3144.24,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003727,10268,VH-10268,VH-10268,V2004
WO-2026-001481,03/08/2024 11:20,10268,2024-03-10 03:20:00,2024-03-12 06:20:00,"","",WO-2026-001481,10268,"",1808.68,1647.79,0.00,3456.47,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001481,10268,VH-10268,VH-10268,""
WO-2025-003601,2025-08-10 23:20:00,10268,2025-08-11 13:20:00,2025-08-15 09:20:00,"",Quick Fuel Prtnrs,WO-2025-003601,10268,"",1293.41,2394.04,870.83,5234.11,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003601,10268,VH-10268,VH-10268,QUICK FUEL PRTNRS
WO-2026-000416,2024-01-29 10:05:00,10268,2024-01-30 09:05:00,2024-01-31 17:05:00,V2001,Precision Hydraulics,WO-2026-000416,10268,V2001,1183.47,1005.79,588.06,2777.32,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000416,10268,VH-10268,VH-10268,V2001
WO-2024-002424,2025-10-17 22:00:00,10268,2025-10-19 22:00:00,2025-10-25 04:00:00,V2034,Premier Collision Center,WO-2024-002424,10268,V2034,1470.84,2272.26,1099.43,4842.53,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002424,10268,VH-10268,VH-10268,V2034
WO-2026-001589,2024-12-24 16:15:00,10268,2024-12-26 03:15:00,2025-01-02 14:15:00,V2040,Quick Fuel Partners,WO-2026-001589,10268,V2040,1120.97,561.75,0.00,1682.72,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001589,10268,VH-10268,VH-10268,V2040
WO-2024-000228,2025-03-16 12:15:00,10268,2025-03-17 03:15:00,2025-03-23 15:15:00,"",Universal Fleet Solutions,WO-2024-000228,10268,"",1392.06,1052.76,0.00,2444.82,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000228,10268,VH-10268,VH-10268,UNIVERSAL FLEET SOLUTIONS
WO-2025-000811,2026-02-24 11:15:00,10417,2026-02-25 23:15:00,2026-03-05 03:15:00,V2038,Urban Fleet Maintenance,WO-2025-000811,10417,V2038,1752.32,1382.28,814.43,3949.03,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000811,10417,VH-10417,VH-10417,V2038
WO-2026-000863,2024-04-06 07:45:00,10417,2024-04-06 17:45:00,2024-04-10 09:45:00,V9284,Apex Maintenance Group,WO-2026-000863,10417,V9284,712.76,1997.95,360.83,3071.54,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000863,10417,VH-10417,VH-10417,V9284
WO-2026-002243,2025-05-12 20:20:00,10417,2025-05-13 13:20:00,2025-05-20 10:20:00,V2020,Universal Fleet Solutions,WO-2026-002243,10417,V2020,1434.00,2136.14,0.00,3570.14,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002243,10417,VH-10417,VH-10417,V2020
WO-2025-003238,2025-12-10 10:00:00,10417,2025-12-10 18:00:00,2025-12-15 21:00:00,V2022,Precision Hydraulics,WO-2025-003238,10417,V2022,755.74,878.99,1048.98,2683.71,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003238,10417,VH-10417,VH-10417,V2022
WO-2025-001825,2024-11-09 11:30:00,10417,2024-11-10 09:30:00,2024-11-14 04:30:00,V2054,Precision Hydraulics,WO-2025-001825,10417,V2054,1393.28,2027.27,0.00,3420.55,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001825,10417,VH-10417,VH-10417,V2054
WO-2024-002043,2026-03-24 12:20:00,10417,2026-03-25 22:20:00,2026-03-28 08:20:00,V2014,BlueLine Fuel,WO-2024-002043,10417,V2014,191.46,1696.11,0.00,1887.57,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002043,10417,VH-10417,VH-10417,V2014
WO-2024-003531,2024-07-02 01:20:00,10278,07/03/2024 12:20,2024-07-07 23:20:00,V2014,Precision Hydraulics,WO-2024-003531,10278,V2014,948.40,175.12,0.00,1123.52,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003531,10278,VH-10278,VH-10278,V2014
WO-2026-003164,2026-01-23 15:30:00,10278,2026-01-25 14:30:00,2026-01-30 07:30:00,V2015,GreenCharge,WO-2026-003164,10278,V2015,1957.58,2285.42,1030.34,5273.34,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003164,10278,VH-10278,VH-10278,V2015
WO-2024-000159,2024-05-21 04:10:00,10278,2024-05-21 23:10:00,05/24/2024 08:10,V2006,Superior Body Shop,WO-2024-000159,10278,V2006,2128.71,1774.98,572.40,4476.09,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000159,10278,VH-10278,VH-10278,V2006
WO-2026-003239,2025-07-20 17:00:00,10278,2025-07-21 13:00:00,2025-07-25 07:00:00,V2012,Premier Collision Center,WO-2026-003239,10278,V2012,727.72,2353.59,832.33,3913.64,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003239,10278,VH-10278,VH-10278,V2012
WO-2025-000154,2024-05-29 07:10:00,10278,2024-05-30 05:10:00,2024-06-01 05:10:00,V9313,Reliable Truck Service,WO-2025-000154,10278,V9313,2845.54,1209.31,0.00,4054.85,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000154,10278,VH-10278,VH-10278,V9313
WO-2026-000218,2025-03-17 08:10:00,10010,2025-03-18 10:10:00,2025-03-25 03:10:00,V2060,Midwest Diesel Service,WO-2026-000218,10010,V2060,156.93,1689.50,173.95,2020.38,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000218,10010,VH-10010,VH-10010,V2060
WO-2026-002630,2024-07-17 10:00:00,10010,2024-07-18 08:00:00,2024-07-25 08:00:00,V2039,Premier Collision Center,WO-2026-002630,10010,V2039,1432.12,1657.99,266.27,3356.38,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002630,10010,VH-10010,VH-10010,V2039
WO-2025-001138,2025-10-29 10:10:00,10010,2025-10-29 15:10:00,2025-11-03 03:10:00,V2023,Budget Auto Care,WO-2025-001138,10010,V2023,1552.47,99.85,535.23,2187.55,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001138,10010,VH-10010,VH-10010,V2023
WO-2026-000194,2024-02-22 20:45:00,10010,2024-02-23 16:45:00,2024-02-26 14:45:00,"",Universal Fleet Solutions,WO-2026-000194,10010,"",646.78,1032.45,0.00,1679.23,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000194,10010,VH-10010,VH-10010,UNIVERSAL FLEET SOLUTIONS
WO-2025-000580,2025-01-26 19:05:00,10010,2025-01-28 06:05:00,2025-02-02 14:05:00,V2056,Precision Hydraulics,WO-2025-000580,10010,V2056,1880.99,2150.30,0.00,4356.01,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000580,10010,VH-10010,VH-10010,V2056
WO-2026-000347,2024-03-15 02:20:00,10010,2024-03-16 18:20:00,2024-03-20 22:20:00,V2045,Superior Body Shop,WO-2026-000347,10010,V2045,756.69,1058.68,0.00,1815.37,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000347,10010,VH-10010,VH-10010,V2045
WO-2024-002844,2026-03-02 20:05:00,10010,2026-03-03 06:05:00,2026-03-08 09:05:00,V2060,Midwest Diesel Service,WO-2024-002844,10010,V2060,898.04,517.43,0.00,1415.47,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002844,10010,VH-10010,VH-10010,V2060
WO-2024-002529,2024-06-26 05:30:00,10010,2024-06-26 19:30:00,2024-06-29 22:30:00,V2010,Quick Fuel Partners,WO-2024-002529,10010,V2010,1539.66,1724.62,0.00,3264.28,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002529,10010,VH-10010,VH-10010,V2010
WO-2024-002190,2025-05-09 03:10:00,10342,2025-05-10 20:10:00,2025-05-14 02:10:00,V2012,Premier Collision Center,WO-2024-002190,10342,V2012,696.66,2316.92,0.00,3013.58,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002190,10342,VH-10342,VH-10342,V2012
WO-2025-003721,2024-07-31 17:15:00,10342,2024-08-01 23:15:00,2024-08-08 17:15:00,"",BlueLine Fuel,WO-2025-003721,10342,"",1257.32,2034.79,870.55,4162.66,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003721,10342,VH-10342,VH-10342,BLUELINE FUEL
WO-2024-002076,2024-06-14 09:45:00,10342,2024-06-15 21:45:00,2024-06-17 12:45:00,V2032,Reliable Truck Service,WO-2024-002076,10342,V2032,2155.64,1300.68,335.91,3792.23,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002076,10342,VH-10342,VH-10342,V2032
WO-2024-001203,2026-02-02 23:20:00,10342,2026-02-04 14:20:00,2026-02-06 21:20:00,V2006,City Wide Tire and Brake,WO-2024-001203,10342,V2006,1688.74,538.14,0.00,2226.88,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001203,10342,VH-10342,VH-10342,V2006
WO-2026-002423,2026-01-04 22:00:00,10342,2026-01-06 04:00:00,2026-01-15 03:00:00,"",Partner Mobile Mechanics,WO-2026-002423,10342,"",2213.03,978.65,527.85,3719.53,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002423,10342,VH-10342,VH-10342,PARTNER MOBILE MECHANICS
WO-2025-001402,2024-07-06 12:20:00,10342,2024-07-07 12:20:00,2024-07-11 10:20:00,V2019,Central Parts Warehouse,WO-2025-001402,10342,V2019,1411.56,1844.45,594.64,3850.65,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001402,10342,VH-10342,VH-10342,V2019
WO-2024-002814,2024-05-02 17:10:00,10182,2024-05-04 06:10:00,05/12/2024 01:10,V2055,Allied Mechanics,WO-2024-002814,10182,V2055,2339.07,108.30,0.00,2447.37,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002814,10182,VH-10182,VH-10182,V2055
WO-2024-002802,2025-05-21 19:20:00,10182,05/23/2025 13:20,2025-05-26 09:20:00,V2059,Industrial Equipment Repair,WO-2024-002802,10182,V2059,3454.86,1686.65,136.24,5277.75,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002802,10182,VH-10182,VH-10182,V2059
WO-2024-001584,2025-05-29 10:30:00,10182,2025-05-30 11:30:00,2025-06-03 13:30:00,V2032,Reliable Truck Service,WO-2024-001584,10182,V2032,1843.40,215.88,153.76,2213.04,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001584,10182,VH-10182,VH-10182,V2032
WO-2026-001751,10/05/2024 22:10,10182,2024-10-07 02:10:00,2024-10-11 22:10:00,V2029,Interstate Repair Depot,WO-2026-001751,10182,V2029,180.18,515.65,0.00,695.83,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001751,10182,VH-10182,VH-10182,V2029
WO-2025-003760,2025-11-14 10:10:00,10182,2025-11-15 06:10:00,2025-11-23 06:10:00,V2008,Reliable Truck Service,WO-2025-003760,10182,V2008,3430.21,54.10,188.84,3673.15,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003760,10182,VH-10182,VH-10182,V2008
WO-2026-001067,2025-02-10 16:30:00,10182,2025-02-12 04:30:00,2025-02-18 11:30:00,V2059,Industrial Equipment Repair,WO-2026-001067,10182,V2059,346.53,2055.31,118.87,2520.71,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001067,10182,VH-10182,VH-10182,V2059
WO-2025-003334,2025-08-20 02:05:00,10182,2025-08-21 02:05:00,2025-08-24 10:05:00,V2063,GreenCharge EV Supply,WO-2025-003334,10182,V2063,1602.20,1862.22,478.82,3943.24,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003334,10182,VH-10182,VH-10182,V2063
WO-2024-001893,11/14/2024 11:05,10182,2024-11-16 06:05:00,2024-11-22 12:05:00,V2027,QuickFuel,WO-2024-001893,10182,V2027,1544.61,2162.23,609.73,4316.57,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001893,10182,VH-10182,VH-10182,V2027
WO-2024-001329,2024-09-28 05:05:00,10182,2024-09-28 17:05:00,2024-10-05 07:05:00,V2060,Midwest Diesel Service,WO-2024-001329,10182,V2060,2623.77,705.75,651.49,3981.01,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001329,10182,VH-10182,VH-10182,V2060
WO-2024-001149,2026-01-20 23:45:00,10182,2026-01-21 18:45:00,2026-01-24 15:45:00,V2042,Urban Fleet Maintenance,WO-2024-001149,10182,V2042,1635.69,482.89,617.68,2736.26,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001149,10182,VH-10182,VH-10182,V2042
WO-2024-000288,2024-04-01 08:30:00,10182,2024-04-01 18:30:00,2024-04-04 13:30:00,V2042,Urban Fleet Maintenance,WO-2024-000288,10182,V2042,1343.04,2376.16,0.00,3719.20,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000288,10182,VH-10182,VH-10182,V2042
WO-2026-000848,2025-09-29 10:10:00,10182,2025-09-30 10:10:00,2025-10-05 20:10:00,V2040,Quick Fuel Partners,WO-2026-000848,10182,V2040,1624.68,1680.96,856.99,4402.22,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000848,10182,VH-10182,VH-10182,V2040
WO-2026-000407,2025-01-20 19:45:00,10345,2025-01-21 22:45:00,2025-02-01 11:45:00,V2002,Quick Fuel Partners,WO-2026-000407,10345,V2002,1103.88,2182.08,0.00,3285.96,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000407,10345,VH-10345,VH-10345,V2002
WO-2026-001934,2024-10-04 02:00:00,10345,10/05/2024 02:00,2024-10-10 04:00:00,V2051,Central Parts Warehouse,WO-2026-001934,10345,V2051,3618.16,90.51,299.48,4008.15,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001934,10345,VH-10345,VH-10345,V2051
WO-2026-000005,2024-12-22 05:45:00,10345,12/23/2024 08:45,2024-12-26 07:45:00,V2004,FleetPro Service Center,WO-2026-000005,10345,V2004,1594.27,1543.78,0.00,3138.05,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000005,10345,VH-10345,VH-10345,V2004
WO-2025-001876,2026-02-06 04:30:00,10345,2026-02-07 21:30:00,2026-02-09 16:30:00,V2069,FleetPro Service Center,WO-2025-001876,10345,V2069,248.78,1439.41,483.01,2171.20,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001876,10345,VH-10345,VH-10345,V2069
WO-2026-000695,2026-01-03 21:20:00,10345,2026-01-04 13:20:00,2026-01-07 11:20:00,V2057,City Wide Tire and Brake,WO-2026-000695,10345,V2057,242.87,102.84,29.27,374.98,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000695,10345,VH-10345,VH-10345,V2057
WO-2024-002442,2024-05-29 09:20:00,10195,2024-05-30 10:20:00,2024-06-02 18:20:00,V2009,"Joe's Automotive LLC",WO-2024-002442,10195,V2009,1155.05,1560.02,0.00,2715.07,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002442,10195,VH-10195,VH-10195,V2009
WO-2024-003363,2026-03-12 11:45:00,10195,2026-03-12 12:45:00,2026-03-21 22:45:00,V2003,Lakeshore Automotive,WO-2024-003363,10195,V2003,1374.05,1780.03,302.22,3456.30,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003363,10195,VH-10195,VH-10195,V2003
WO-2025-002734,2025-02-01 07:20:00,10195,2025-02-02 09:20:00,2025-02-14 01:20:00,V2002,Quick Fuel Partners,WO-2025-002734,10195,V2002,1473.53,1414.17,0.00,2887.70,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002734,10195,VH-10195,VH-10195,V2002
WO-2026-002552,2024-01-28 23:20:00,10195,2024-01-29 20:20:00,02/02/2024 15:20,V2050,Reliable Truck Service,WO-2026-002552,10195,V2050,3132.41,1698.59,0.00,4831.00,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002552,10195,VH-10195,VH-10195,V2050
WO-2026-000629,2025-05-03 21:30:00,10195,2025-05-05 03:30:00,2025-05-12 19:30:00,V2046,Atlas Heavy Truck,WO-2026-000629,10195,V2046,206.44,477.90,1043.89,1728.23,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000629,10195,VH-10195,VH-10195,V2046
WO-2025-000175,04/08/2025 03:45,10195,2025-04-08 10:45:00,2025-04-11 05:45:00,"",Universal Fleet Solutions,WO-2025-000175,10195,"",1406.76,2213.34,0.00,3620.10,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000175,10195,VH-10195,VH-10195,UNIVERSAL FLEET SOLUTIONS
WO-2024-002235,2024-08-22 14:05:00,10195,2024-08-23 09:05:00,2024-08-26 21:05:00,V2022,Precision Hydraulics,WO-2024-002235,10195,V2022,309.65,2145.10,0.00,3268.23,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002235,10195,VH-10195,VH-10195,V2022
WO-2026-001400,2024-09-28 02:45:00,10102,2024-09-29 05:45:00,2024-10-04 23:45:00,V2007,Apex Maintenance Group,WO-2026-001400,10102,V2007,312.49,1146.61,0.00,1459.10,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001400,10102,VH-10102,VH-10102,V2007
WO-2024-002862,2024-02-03 19:00:00,10102,2024-02-03 23:00:00,2024-02-12 04:00:00,V2068,Unknown Vendor,WO-2024-002862,10102,V2068,367.91,553.01,0.00,920.92,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002862,10102,VH-10102,VH-10102,V2068
WO-2026-001505,2025-04-12 10:45:00,10102,2025-04-13 11:45:00,2025-04-18 04:45:00,V2003,Lakeshore Automotive,WO-2026-001505,10102,V2003,441.95,1494.07,0.00,1936.02,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001505,10102,VH-10102,VH-10102,V2003
WO-2026-000962,2025-03-12 03:05:00,10102,2025-03-12 22:05:00,2025-03-27 22:05:00,V2040,Quick Fuel Partners,WO-2026-000962,10102,V2040,2623.37,583.37,659.38,3866.12,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000962,10102,VH-10102,VH-10102,V2040
WO-2025-003133,2024-06-03 16:10:00,10102,2024-06-04 20:10:00,2024-06-09 02:10:00,V9219,Apex Maintenance Group,WO-2025-003133,10102,V9219,3412.18,2201.92,0.00,5614.10,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003133,10102,VH-10102,VH-10102,V9219
WO-2025-001183,2024-10-29 11:05:00,10102,2024-10-31 07:05:00,2024-11-06 14:05:00,V2067,Partner Mobile Mechanics,WO-2025-001183,10102,V2067,497.16,1735.35,0.00,2232.51,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001183,10102,VH-10102,VH-10102,V2067
WO-2026-002255,2025-03-11 03:45:00,10102,03/11/2025 15:45,03/16/2025 09:45,V2027,QuickFuel,WO-2026-002255,10102,V2027,308.21,387.84,716.39,1412.44,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002255,10102,VH-10102,VH-10102,V2027
WO-2026-002936,2026-02-25 20:00:00,10201,2026-02-27 15:00:00,2026-03-07 18:00:00,V2020,Metro Fuel Svc,WO-2026-002936,10201,V2020,564.57,96.92,581.98,1243.47,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002936,10201,VH-10201,VH-10201,V2020
WO-2025-000871,2025-01-11 19:00:00,10201,2025-01-13 17:00:00,2025-01-19 23:00:00,V2063,GreenCharge EV Supply,WO-2025-000871,10201,V2063,3220.05,184.61,0.00,3404.66,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000871,10201,VH-10201,VH-10201,V2063
WO-2024-000522,2025-12-28 04:10:00,10201,12/29/2025 09:10,2026-01-03 01:10:00,V2015,GreenCharge,WO-2024-000522,10201,V2015,1713.94,600.27,0.00,2314.21,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000522,10201,VH-10201,VH-10201,V2015
WO-2025-001867,2025-08-03 01:15:00,10201,2025-08-03 14:15:00,2025-08-06 17:15:00,V2012,Premier Collision Center,WO-2025-001867,10201,V2012,1875.88,1948.33,0.00,3824.21,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001867,10201,VH-10201,VH-10201,V2012
WO-2025-001681,2025-06-14 12:05:00,10201,2025-06-15 18:05:00,2025-06-18 12:05:00,V2060,Midwest Diesel Service,WO-2025-001681,10201,V2060,2747.42,909.33,296.43,3953.18,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001681,10201,VH-10201,VH-10201,V2060
WO-2026-002462,2024-08-29 00:15:00,10201,08/29/2024 16:15,2024-09-02 07:15:00,V2031,Universal Fleet Solutions,WO-2026-002462,10201,V2031,863.63,870.17,0.00,1733.80,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002462,10201,VH-10201,VH-10201,V2031
WO-2026-000893,2024-11-05 23:10:00,10201,2024-11-06 01:10:00,2024-11-09 17:10:00,V2066,Reliable Truck Service,WO-2026-000893,10201,V2066,3114.94,1571.61,891.57,5578.12,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000893,10201,VH-10201,VH-10201,V2066
WO-2026-002456,2024-04-09 09:30:00,10201,2024-04-10 01:30:00,2024-04-14 06:30:00,V2031,Universal Fleet Solutions,WO-2026-002456,10201,V2031,3168.53,2162.47,486.75,5817.75,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002456,10201,VH-10201,VH-10201,V2031
WO-2024-002997,2026-04-27 19:05:00,10201,2026-04-27 21:05:00,2026-05-03 06:05:00,V2026,Reliable Truck Service,WO-2024-002997,10201,V2026,1154.92,797.90,121.02,2073.84,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002997,10201,VH-10201,VH-10201,V2026
WO-2025-001246,2025-06-10 16:20:00,10201,2025-06-12 13:20:00,06/19/2025 16:20,V2027,QuickFuel,WO-2025-001246,10201,V2027,619.36,1849.03,0.00,2468.39,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001246,10201,VH-10201,VH-10201,V2027
WO-2026-002870,2026-01-24 06:20:00,10201,2026-01-25 11:20:00,2026-01-28 14:20:00,V2023,Budget Auto Care,WO-2026-002870,10201,V2023,514.36,921.26,175.55,1611.17,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002870,10201,VH-10201,VH-10201,V2023
