asset_no,vehicle_id,vin,registration_no,license_plate_state,make,model,model_year,vehicle_type,department_code,department_name,fleet_group,fuel_type,engine_size,transmission_type,acquisition_date,in_service_date,warranty_expiry_date,current_status,current_odometer,parent_asset_no,assigned_location_code,assigned_location_name,source_system,last_updated_date,clean_vehicle_key,source_table,source_record_id,has_review_required_exception,clean_record_status,alteryx_processed_at
10228,VH-10228,Y6U553LMB6LVPB0DF,ODE3720,"",Ford,Explorer,2025,SUV,1006,Logistics,Executive,Electric,5.3L,AUTO,2025-03-22,2025-06-16,2031-02-15,Active,20293,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-12-04,VH-10228,raw.vehicle_master_raw,10228,0,CLEAN,2026-05-29 14:00:10
10398,VH-10398,LNC0Y97KGZSCMJHY2,LIL9801,MO,Honda,Civic,2014,Sedan,1006,Logistics,Heavy Duty,Unleaded,Electric,Automatic,2014-04-19,2014-05-30,2019-02-14,Retired,110193,"",STL01,St. Louis Fleet Center,FleetMaster,2025-10-20,VH-10398,raw.vehicle_master_raw,10398,0,CLEAN,2026-05-29 14:00:10
10302,VH-10302,767XXPP1YPJKMN6CH,EYS5724,IL,Toyota,Prius,2024,Sedan,1001,Operations,Executive,Hybrid,6.7L,Manual,2024-10-08,2024-11-23,2030-01-02,Out of Service,34683,10067,STL01,St. Louis Fleet Center,FleetMaster,2025-09-22,VH-10302,raw.vehicle_master_raw,10302,0,CLEAN,2026-05-29 14:00:10
10387,VH-10387,X1BB9UGRWVMTSYVVB,RYH9066,MI,Ford,Explorer,2017,SUV,1006,Logistics,Service,petrol,3.5L,AUTO,2017-09-01,2017-10-20,2021-02-12,Retired,116104,"",IND01,Indianapolis Depot,FleetMaster,2025-11-06,VH-10387,raw.vehicle_master_raw,10387,0,CLEAN,2026-05-29 14:00:10
10184,VH-10184,Z5VBU9MFW73W770KU,YRB9983,MI,International,MV607,2017,Heavy Truck,1006,Logistics,Executive,EV,6.7L,"",2017-08-18,2017-10-22,2021-12-04,Inactive,184040,"",CHI01,Chicago Central Garage,FleetMaster,2026-01-16,VH-10184,raw.vehicle_master_raw,10184,0,CLEAN,2026-05-29 14:00:10
10150,VH-10150,DX4RR107409348B50,YUA5745,IL,Toyota,Tacoma,2018,Truck,1004,Maintenance,Light Duty,ELECTRIC,2.0L,Manual,2018-12-28,2019-01-16,2023-08-14,In Service,107498,"",MIL01,Milwaukee Repair Yard,FleetMaster,11/25/2025,VH-10150,raw.vehicle_master_raw,10150,0,CLEAN,2026-05-29 14:00:10
10307,VH-10307,6H4CYP908PXLN0C52,OKR1968,"",International,MV607,2020,Heavy Truck,1001,Operations,Pool,EV,6.7L,"",2020-08-07,2020-10-26,2024-07-04,In Service,98272,"",CHI01,Chicago Central Garage,AssetHub,2025-09-06,VH-10307,raw.vehicle_master_raw,10307,0,CLEAN,2026-05-29 14:00:10
10183,VH-10183,A0HZTR3J9YRR7LU3V,XTI9471,MI,Nissan,NV200,2023,Van,1004,Maintenance,Executive,diesel,2.5L,Automatic,2023-05-06,2023-05-12,2025-12-30,Out of Service,49365,"",DET01,Detroit Partner Shop,AssetHub,2026-04-14,VH-10183,raw.vehicle_master_raw,10183,0,CLEAN,2026-05-29 14:00:10
10173,VH-10173,RFS1SC3TXAMR50BH8,XCX9535,WI,Dodge,Ram 1500,2020,Truck,1003,Sales,Service,Dsl,"",Manual,2020-05-15,2020-06-23,2023-11-08,Retired,105197,"",STL01,St. Louis Fleet Center,AssetHub,2025-06-05,VH-10173,raw.vehicle_master_raw,10173,0,CLEAN,2026-05-29 14:00:10
10135,VH-10135,37Y7TP6L8J4P423T2,JQQ8138,IL,Ford,F-150,2021,Truck,1006,Logistics,Heavy Duty,Diesel,1.8L,"",2021-03-28,2021-04-04,01/18/2027,Active,108137,"",DET01,Detroit Partner Shop,FleetMaster,2026-02-05,VH-10135,raw.vehicle_master_raw,10135,0,CLEAN,2026-05-29 14:00:10
10145,VH-10145,6R2K03DR2G689HF4W,YIL7549,MO,GMC,Sierra,2019,Truck,1004,Maintenance,Heavy Duty,diesel,5.3L,CVT,2019-12-12,2020-01-28,2024-07-15,Out of Service,130068,"",DET01,Detroit Partner Shop,AssetHub,2025-03-26,VH-10145,raw.vehicle_master_raw,10145,0,CLEAN,2026-05-29 14:00:10
10022,VH-10022,R1M6MABW2375E55GJ,UCI7123,MO,Chevrolet,Express,2015,Van,1003,Sales,Service,EV,3.5L,Manual,2015-11-18,2016-01-29,2021-06-09,Inactive,119468,"",CHI01,Chicago Central Garage,Fleet_Master,2025-01-31,VH-10022,raw.vehicle_master_raw,10022,0,CLEAN,2026-05-29 14:00:10
10134,VH-10134,63YBZSFWPGLP5M4B1,JEU2838,WI,International,MV607,2024,Heavy Truck,1003,Sales,Executive,ELECTRIC,Electric,CVT,2024-03-18,2024-04-10,2028-06-18,In Service,37317,"",DET01,Detroit Partner Shop,AssetHub,2025-09-06,VH-10134,raw.vehicle_master_raw,10134,0,CLEAN,2026-05-29 14:00:10
10411,VH-10411,3UD6VV0UJSF632YR1,PKU3747,IL,Toyota,Camry,2021,Sedan,1006,Logistics,Pool,Gas,5.3L,"",2021-02-17,2021-04-04,2023-12-15,Inactive,105677,"",CHI01,Chicago Central Garage,AssetHub,2025-11-07,VH-10411,raw.vehicle_master_raw,10411,0,CLEAN,2026-05-29 14:00:10
10336,VH-10336,7Y5H9B62R2F8VWV1N,GCT5022,MI,Ford,F-150,2025,Truck,1001,Operations,Service,Gas,"",Manual,2025-02-14,2025-05-14,2030-10-25,Retired,18111,"",IND01,Indianapolis Depot,AssetHub,2025-06-05,VH-10336,raw.vehicle_master_raw,10336,0,CLEAN,2026-05-29 14:00:10
10111,VH-10111,CZL69LWLC0Y6F3FYC,VZD3750,"",Honda,Civic,2018,Sedan,1006,Logistics,Light Duty,diesel,Electric,"",2018-10-14,2019-01-08,2021-09-07,Out of Service,139381,"",DET01,Detroit Partner Shop,AssetHub,2026-04-04,VH-10111,raw.vehicle_master_raw,10111,0,CLEAN,2026-05-29 14:00:10
10069,VH-10069,BSKSKEG1EH355APP4,IQM5306,MO,GMC,Sierra,2021,Truck,1008,Executive Fleet,Light Duty,GAS,"",AUTO,2021-05-19,2021-06-05,2024-12-04,Retired,40828,"",CHI02,Northside Service Hub,Fleet_Master,2025-08-13,VH-10069,raw.vehicle_master_raw,10069,0,CLEAN,2026-05-29 14:00:10
10341,VH-10341,ZUH20BAB078SHNB5P,WCB9592,"",Toyota,Camry,2021,Sedan,1003,Sales,Service,Hybrid,6.7L,AUTO,2021-05-14,2021-05-29,2024-09-24,Available,91764,"",CHI01,Chicago Central Garage,FleetMaster,2025-02-26,VH-10341,raw.vehicle_master_raw,10341,0,CLEAN,2026-05-29 14:00:10
10224,VH-10224,74FF4JVEBFUH4RG14,AVX9507,IN,Chevrolet,Express,2020,Van,1007,Facilities,Light Duty,Electric,6.7L,"",2020-04-23,2020-05-30,2024-07-16,Available,82298,"",CHI01,Chicago Central Garage,AssetHub,2025-03-27,VH-10224,raw.vehicle_master_raw,10224,0,CLEAN,2026-05-29 14:00:10
10289,VH-10289,JF7A49LH7UX30SGSH,AHP0788,MO,Chevrolet,Silverado,2019,Truck,1008,Executive Fleet,Heavy Duty,Diesel,2.5L,Automatic,2019-01-09,2019-03-29,2022-03-15,Retired,132823,"",IND01,Indianapolis Depot,FleetMaster,2025-03-07,VH-10289,raw.vehicle_master_raw,10289,0,CLEAN,2026-05-29 14:00:10
10016,VH-10016,1P2HM1RU6E4ZFK6PC,XJK6295,IL,International,MV607,2020,Heavy Truck,1003,Sales,Pool,petrol,Electric,Automatic,2020-02-21,2020-03-14,2026-02-03,Retired,113801,"",CHI01,Chicago Central Garage,FleetMaster,2026-02-09,VH-10016,raw.vehicle_master_raw,10016,0,CLEAN,2026-05-29 14:00:10
10332,VH-10332,608H7WWN99332ELTR,WSP6312,MI,Toyota,Camry,2023,Sedan,1006,Logistics,Service,Hybrid,Electric,Manual,2023-04-06,2023-04-13,2026-11-24,Out of Service,33527,"",IND01,Indianapolis Depot,Fleet_Master,2025-02-14,VH-10332,raw.vehicle_master_raw,10332,0,CLEAN,2026-05-29 14:00:10
10288,VH-10288,J275NH8M34VXTA6PZ,UDW1838,"",Dodge,Ram 1500,2016,Truck,1008,Executive Fleet,Heavy Duty,EV,Electric,Manual,2016-10-21,2017-01-06,2021-06-23,Out of Service,182806,"",IND01,Indianapolis Depot,Fleet_Master,2025-01-30,VH-10288,raw.vehicle_master_raw,10288,0,CLEAN,2026-05-29 14:00:10
10019,VH-10019,F8A8YXXZEDVF2X1PR,BAZ3691,"",International,MV607,2017,Heavy Truck,1008,Executive Fleet,Heavy Duty,GAS,Electric,Automatic,2017-08-28,2017-10-15,2020-03-09,Retired,91135,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2025-08-18,VH-10019,raw.vehicle_master_raw,10019,0,CLEAN,2026-05-29 14:00:10
10084,VH-10084,F9Z4AJYUEXC904U7D,MVE1623,MO,Dodge,Ram 1500,2012,Truck,1004,Maintenance,Pool,EV,3.5L,CVT,2012-07-14,2012-08-15,2018-02-01,Out of Service,257215,"",DET01,Detroit Partner Shop,AssetHub,2025-03-22,VH-10084,raw.vehicle_master_raw,10084,0,CLEAN,2026-05-29 14:00:10
10088,VH-10088,"",HOV5056,MO,Freightliner,M2,2012,Heavy Truck,1002,Field Services,Pool,petrol,"",AUTO,2012-02-02,2012-04-15,2015-08-17,ACTIVE,133291,"",MIL01,Milwaukee Repair Yard,Fleet_Master,11/02/2025,VH-10088,raw.vehicle_master_raw,10088,0,CLEAN,2026-05-29 14:00:10
10382,VH-10382,577095DNED39EJYMD,LBQ5945,IN,Ford,F-150,2019,Truck,1004,Maintenance,Pool,ELECTRIC,2.0L,AUTO,2019-07-03,2019-07-20,01/11/2025,Active,82625,"",CHI01,Chicago Central Garage,Fleet_Master,2025-07-16,VH-10382,raw.vehicle_master_raw,10382,0,CLEAN,2026-05-29 14:00:10
10207,VH-10207,BVH3MH5RG2YK7S14P,DYL2544,WI,Toyota,Camry,2021,Sedan,1004,Maintenance,Executive,Electric,2.5L,Manual,2021-06-12,2021-08-21,2026-02-13,Out of Service,78433,"",DET01,Detroit Partner Shop,Fleet_Master,2026-02-28,VH-10207,raw.vehicle_master_raw,10207,0,CLEAN,2026-05-29 14:00:10
10186,VH-10186,MDWDRSZCST8CBXTAW,BBZ6495,IN,International,MV607,2025,Heavy Truck,1003,Sales,Service,Diesel,2.0L,CVT,2025-04-18,06/20/2025,2030-05-28,Out of Service,14549,"",CHI02,Northside Service Hub,AssetHub,2026-01-08,VH-10186,raw.vehicle_master_raw,10186,0,CLEAN,2026-05-29 14:00:10
10126,VH-10126,JR2LM1Y1BUKUK90VV,IJQ8906,IL,Ford,Transit,2018,Van,1007,Facilities,Executive,HYBRID,"","",2018-10-17,2019-01-09,2022-09-11,Active,73710,"",CHI01,Chicago Central Garage,FleetMaster,2025-11-06,VH-10126,raw.vehicle_master_raw,10126,0,CLEAN,2026-05-29 14:00:10
10138,VH-10138,JU6HNLPM0VNK72PMJ,NKO7117,WI,Toyota,Tacoma,2017,Truck,1004,Maintenance,Heavy Duty,Dsl,3.5L,CVT,2017-05-13,07/17/2017,2020-10-19,Active,81704,"",CHI02,Northside Service Hub,AssetHub,2026-02-20,VH-10138,raw.vehicle_master_raw,10138,0,CLEAN,2026-05-29 14:00:10
10327,VH-10327,KY9W19T15CGA86FUA,VGN5882,WI,Toyota,Tacoma,2013,Truck,1006,Logistics,Light Duty,Electric,Electric,AUTO,2013-02-08,2013-03-28,2019-01-11,Available,165331,"",CHI01,Chicago Central Garage,Fleet_Master,2025-03-25,VH-10327,raw.vehicle_master_raw,10327,0,CLEAN,2026-05-29 14:00:10
10123,VH-10123,HNCNCH983VFYHHRZM,TQF0063,IL,Dodge,Ram 1500,2024,Truck,1005,Customer Support,Light Duty,Gasoline,2.0L,CVT,2024-03-01,2024-05-10,2027-07-18,Inactive,23441,"",CHI01,Chicago Central Garage,FleetMaster,02/12/2026,VH-10123,raw.vehicle_master_raw,10123,0,CLEAN,2026-05-29 14:00:10
10192,VH-10192,"",QQX9268,MI,Toyota,Camry,2013,Sedan,1001,Operations,Heavy Duty,DIESEL,Electric,Manual,2013-11-19,2013-12-11,2019-11-11,Retired,197456,"",CHI01,Chicago Central Garage,AssetHub,04/04/2025,VH-10192,raw.vehicle_master_raw,10192,0,CLEAN,2026-05-29 14:00:10
10112,VH-10112,1DKD92CT7KKKPBJ1G,IOV3699,MI,Ford,F-150,2013,Truck,1001,Operations,Executive,Gas,3.5L,"",2013-02-11,2013-04-07,2017-06-22,In Service,242218,"",CHI02,Northside Service Hub,FleetMaster,2025-07-23,VH-10112,raw.vehicle_master_raw,10112,0,CLEAN,2026-05-29 14:00:10
10325,VH-10325,6HV2SV0FP537N0HFV,XAX7382,IN,Honda,Civic,2013,Sedan,1001,Operations,Heavy Duty,GAS,3.5L,CVT,2013-03-11,05/01/2013,2018-10-07,ACTIVE,240917,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2026-02-21,VH-10325,raw.vehicle_master_raw,10325,0,CLEAN,2026-05-29 14:00:10
10163,VH-10163,CMARDBTC6BHP7AFVE,CTY9879,MO,Honda,Civic,2020,Sedan,1006,Logistics,Light Duty,EV,"",Manual,2020-08-12,2020-08-21,2023-05-18,Available,130013,"",CHI01,Chicago Central Garage,Fleet_Master,2025-10-11,VH-10163,raw.vehicle_master_raw,10163,0,CLEAN,2026-05-29 14:00:10
10062,VH-10062,TB7EXAT8SSHN2SXTH,CTU8794,MO,Freightliner,M2,2017,Heavy Truck,1005,Customer Support,Service,Gas Hybrid,3.5L,AUTO,2017-03-01,2017-03-14,2019-11-18,Available,142076,"",DET01,Detroit Partner Shop,Fleet_Master,2025-01-25,VH-10062,raw.vehicle_master_raw,10062,0,CLEAN,2026-05-29 14:00:10
10323,VH-10323,GFTVXVB79CAADH1YN,VSV8621,WI,Honda,Civic,2015,Sedan,1008,Executive Fleet,Light Duty,Electric,6.7L,Manual,2015-04-17,2015-05-08,2018-03-05,Out of Service,234314,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-10-16,VH-10323,raw.vehicle_master_raw,10323,0,CLEAN,2026-05-29 14:00:10
10107,VH-10107,ZLJVB8MMPL05B2S9C,HLE4138,IN,International,MV607,2017,Heavy Truck,1005,Customer Support,Heavy Duty,diesel,1.8L,Manual,2017-08-04,2017-09-27,2022-02-23,ACTIVE,107726,"",STL01,St. Louis Fleet Center,FleetMaster,2025-02-18,VH-10107,raw.vehicle_master_raw,10107,0,CLEAN,2026-05-29 14:00:10
10278,VH-10278,JYJD8WATT4A0UF4RY,UHV7761,"",Ford,F-150,2019,Truck,1007,Facilities,Executive,HYBRID,1.8L,AUTO,11/11/2019,2019-12-29,2023-11-03,Available,146084,"",IND01,Indianapolis Depot,Fleet_Master,2025-02-15,VH-10278,raw.vehicle_master_raw,10278,0,CLEAN,2026-05-29 14:00:10
10245,VH-10245,TDYDY6M2UYG1GU9PV,NRN5127,MO,Ford,Transit,2022,Van,1006,Logistics,Heavy Duty,ELECTRIC,"",AUTO,2022-05-11,2022-07-28,2028-03-03,ACTIVE,45582,"",STL01,St. Louis Fleet Center,FleetMaster,2026-03-26,VH-10245,raw.vehicle_master_raw,10245,0,CLEAN,2026-05-29 14:00:10
10020,VH-10020,R1FM6TA9LD0STC1EM,TQW4184,MO,Freightliner,M2,2025,Heavy Truck,1002,Field Services,Pool,DIESEL,1.8L,Manual,2025-01-02,2025-02-08,2030-08-03,In Service,19333,"",IND01,Indianapolis Depot,AssetHub,2026-01-10,VH-10020,raw.vehicle_master_raw,10020,0,CLEAN,2026-05-29 14:00:10
10342,VH-10342,0MGV3WM30P4W3DV6B,FAH0585,MI,Freightliner,M2,2016,Heavy Truck,1006,Logistics,Executive,HYBRID,3.5L,Manual,2016-09-03,2016-11-29,2019-06-15,In Service,204531,"",CHI01,Chicago Central Garage,Fleet_Master,2026-01-28,VH-10342,raw.vehicle_master_raw,10342,0,CLEAN,2026-05-29 14:00:10
10311,VH-10311,08G42LGL9U0D2884T,JLB8055,WI,Toyota,Camry,2023,Sedan,1002,Field Services,Service,Hybrid,2.0L,Manual,2023-03-26,2023-04-05,2029-02-15,ACTIVE,61572,"",CHI01,Chicago Central Garage,Fleet_Master,2025-03-06,VH-10311,raw.vehicle_master_raw,10311,0,CLEAN,2026-05-29 14:00:10
10403,VH-10403,ZEHN2R1ZREADBSRE0,CKG5975,"",Dodge,Ram 1500,2018,Truck,1001,Operations,Executive,Gas Hybrid,"",CVT,2018-04-04,2018-04-24,2022-10-06,Inactive,89829,"",CHI01,Chicago Central Garage,FleetMaster,2025-10-30,VH-10403,raw.vehicle_master_raw,10403,0,CLEAN,2026-05-29 14:00:10
10251,VH-10251,SZZN7BTMWMGCSEJ69,ZZG6544,MO,Ford,Transit,2012,Van,1003,Sales,Pool,diesel,2.5L,Automatic,2012-03-11,2012-06-08,2014-09-01,Retired,7639,"",STL01,St. Louis Fleet Center,FleetMaster,2025-12-13,VH-10251,raw.vehicle_master_raw,10251,0,CLEAN,2026-05-29 14:00:10
10147,VH-10147,JF0WVPK6XJP6WXKLL,TVM2463,MO,International,MV607,2016,Heavy Truck,1007,Facilities,Heavy Duty,Gas Hybrid,"",Automatic,2016-07-07,2016-08-05,2020-02-17,In Service,109563,"",DET01,Detroit Partner Shop,FleetMaster,2026-03-30,VH-10147,raw.vehicle_master_raw,10147,0,CLEAN,2026-05-29 14:00:10
10079,VH-10079,CRH8XK6BKV1V6SEDJ,ZQW4712,MO,Dodge,Ram 1500,2016,Truck,1005,Customer Support,Service,Dsl,6.7L,Manual,2016-03-13,2016-05-11,2019-10-28,Active,191640,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-04-09,VH-10079,raw.vehicle_master_raw,10079,0,CLEAN,2026-05-29 14:00:10
10209,VH-10209,D56BV68SREAPSNMLG,EEV0445,IN,Toyota,Tacoma,2013,Truck,1001,Operations,Heavy Duty,EV,6.7L,CVT,2013-10-27,2013-12-14,2019-09-09,Inactive,258415,"",DET01,Detroit Partner Shop,AssetHub,2026-03-06,VH-10209,raw.vehicle_master_raw,10209,0,CLEAN,2026-05-29 14:00:10
10298,VH-10298,11NPMYZMJ4GRFGABZ,XWM3468,WI,Toyota,Tacoma,2022,Truck,1006,Logistics,Light Duty,Dsl,Electric,CVT,2022-09-19,2022-12-05,2026-02-01,ACTIVE,85935,"",IND01,Indianapolis Depot,Fleet_Master,2025-02-21,VH-10298,raw.vehicle_master_raw,10298,0,CLEAN,2026-05-29 14:00:10
10266,VH-10266,U3K9Y3YEXRSYX7DNT,TYG7961,IL,Ford,Transit,2025,Van,1003,Sales,Heavy Duty,Electric,5.3L,AUTO,2025-07-25,09/20/2025,2028-05-26,Out of Service,16565,"",IND01,Indianapolis Depot,FleetMaster,2026-03-23,VH-10266,raw.vehicle_master_raw,10266,0,CLEAN,2026-05-29 14:00:10
10295,VH-10295,EZXFNH0325ZEA0ZRH,SWR3765,MO,Dodge,Ram 1500,2015,Truck,1008,Executive Fleet,Light Duty,HYBRID,1.8L,Automatic,2015-05-03,2015-06-18,2018-01-30,Available,89370,"",CHI02,Northside Service Hub,AssetHub,2026-01-23,VH-10295,raw.vehicle_master_raw,10295,0,CLEAN,2026-05-29 14:00:10
10048,VH-10048,"",LFD2740,MI,Honda,Civic,2017,Sedan,1001,Operations,Pool,ELECTRIC,2.5L,Manual,12/16/2017,2018-01-18,2020-11-22,ACTIVE,102616,"",CHI02,Northside Service Hub,Fleet_Master,2025-09-01,VH-10048,raw.vehicle_master_raw,10048,0,CLEAN,2026-05-29 14:00:10
10018,VH-10018,8ZD7U6LFUURYYDG17,UUF1767,MI,Toyota,Camry,2012,Sedan,1004,Maintenance,Light Duty,Hybrid,2.5L,Manual,2012-11-11,2012-12-11,2015-05-09,Inactive,5379,"",STL01,St. Louis Fleet Center,FleetMaster,2025-11-28,VH-10018,raw.vehicle_master_raw,10018,0,CLEAN,2026-05-29 14:00:10
10236,VH-10236,118PN41VBU887K4W9,FSR3291,IL,Honda,Civic,2017,Sedan,1003,Sales,Executive,Dsl,2.0L,AUTO,2017-04-12,2017-05-01,2020-10-19,Inactive,114335,"",DET01,Detroit Partner Shop,AssetHub,2026-04-21,VH-10236,raw.vehicle_master_raw,10236,0,CLEAN,2026-05-29 14:00:10
10049,VH-10049,ZGKPSRFUMZ5HYB2S0,LYU4876,WI,GMC,Sierra,2015,Truck,1002,Field Services,Executive,diesel,3.5L,CVT,2015-11-09,2015-12-11,2021-07-25,Out of Service,181886,"",DET01,Detroit Partner Shop,AssetHub,2025-03-09,VH-10049,raw.vehicle_master_raw,10049,0,CLEAN,2026-05-29 14:00:10
10394,VH-10394,G1RSCUBV8CLDG9ASW,QLL6021,MO,Chevrolet,Silverado,2020,Truck,1005,Customer Support,Heavy Duty,GAS,2.5L,"",2020-08-12,2020-09-08,2024-03-06,Available,113896,"",CHI01,Chicago Central Garage,Fleet_Master,04/29/2025,VH-10394,raw.vehicle_master_raw,10394,0,CLEAN,2026-05-29 14:00:10
10097,VH-10097,DP4LJH3MKGLET01FL,VVY1478,MI,GMC,Sierra,2023,Truck,1007,Facilities,Heavy Duty,Hybrid,3.5L,"",2023-12-16,2024-01-09,2027-07-05,Inactive,45327,"",STL01,St. Louis Fleet Center,FleetMaster,2025-01-15,VH-10097,raw.vehicle_master_raw,10097,0,CLEAN,2026-05-29 14:00:10
10301,VH-10301,J7BB13F0YBX1X8UYK,BNS3940,"",Ford,F-150,2013,Truck,1008,Executive Fleet,Pool,DIESEL,5.3L,Manual,2013-05-18,2013-07-12,2018-10-29,Out of Service,152856,"",CHI01,Chicago Central Garage,FleetMaster,2025-08-28,VH-10301,raw.vehicle_master_raw,10301,0,CLEAN,2026-05-29 14:00:10
10294,VH-10294,1DEUE6YMPF9WPRFSW,CFW1370,"",Dodge,Ram 1500,2020,Truck,1003,Sales,Executive,DIESEL,2.0L,AUTO,11/16/2020,2020-12-16,2026-11-01,Available,70515,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-10-18,VH-10294,raw.vehicle_master_raw,10294,0,CLEAN,2026-05-29 14:00:10
10206,VH-10206,2P9S4DJ0UKK75VZBH,AQZ8918,MI,Toyota,Prius,2015,Sedan,1003,Sales,Light Duty,Electric,6.7L,AUTO,2015-01-20,2015-02-20,2018-11-17,Inactive,99219,10016,MIL01,Milwaukee Repair Yard,AssetHub,2025-09-15,VH-10206,raw.vehicle_master_raw,10206,0,CLEAN,2026-05-29 14:00:10
10287,VH-10287,FNZPSU53SXS86BYL2,BWO9318,MI,Ford,F-150,2013,Truck,1006,Logistics,Service,ELECTRIC,5.3L,CVT,2013-09-10,2013-11-07,2017-05-10,In Service,192493,"",CHI02,Northside Service Hub,Fleet_Master,07/07/2025,VH-10287,raw.vehicle_master_raw,10287,0,CLEAN,2026-05-29 14:00:10
10372,VH-10372,L0KBTU49TRCUF60F1,FEE6429,"",Toyota,Prius,2014,Sedan,1003,Sales,Pool,Hybrid,6.7L,CVT,2014-06-28,2014-07-15,2018-10-17,Out of Service,139956,"",DET01,Detroit Partner Shop,Fleet_Master,2025-04-11,VH-10372,raw.vehicle_master_raw,10372,0,CLEAN,2026-05-29 14:00:10
10213,VH-10213,4KY5DKLUB6LZC6Y81,GOE6722,IN,Nissan,NV200,2021,Van,1004,Maintenance,Executive,Hybrid,1.8L,"",2021-06-19,2021-08-01,2024-01-15,Inactive,77826,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-11-28,VH-10213,raw.vehicle_master_raw,10213,0,CLEAN,2026-05-29 14:00:10
10314,VH-10314,XP9LDXGKH7NBDDS96,DPI9068,MI,International,MV607,2016,Heavy Truck,1007,Facilities,Light Duty,Gas Hybrid,2.5L,"",2016-03-03,2016-04-24,08/09/2019,Inactive,126199,"",CHI01,Chicago Central Garage,AssetHub,2025-02-15,VH-10314,raw.vehicle_master_raw,10314,0,CLEAN,2026-05-29 14:00:10
10146,VH-10146,ZMD84JCXWSZVHAWT4,SXJ2374,IN,GMC,Sierra,2024,Truck,1008,Executive Fleet,Service,ELECTRIC,2.5L,"",2024-02-03,2024-02-27,2029-05-15,Out of Service,37810,"",CHI01,Chicago Central Garage,Fleet_Master,2026-03-02,VH-10146,raw.vehicle_master_raw,10146,0,CLEAN,2026-05-29 14:00:10
10284,VH-10284,MFTM9C1UCNXJYWEW4,ETO1500,MO,Ford,Transit,2014,Van,1006,Logistics,Executive,Hybrid,3.5L,CVT,2014-12-12,2015-02-09,2019-06-24,Out of Service,127507,10029,STL01,St. Louis Fleet Center,Fleet_Master,2025-10-04,VH-10284,raw.vehicle_master_raw,10284,0,CLEAN,2026-05-29 14:00:10
10168,VH-10168,WA348TPPT1DVUZ5XS,NFK9745,"",Freightliner,M2,2014,Heavy Truck,1008,Executive Fleet,Heavy Duty,EV,3.5L,CVT,2014-10-22,2014-11-28,2017-06-07,Retired,160147,"",CHI02,Northside Service Hub,Fleet_Master,2026-05-01,VH-10168,raw.vehicle_master_raw,10168,0,CLEAN,2026-05-29 14:00:10
10257,VH-10257,5PVMXBV488NV31MFL,OCE2841,IN,Nissan,NV200,2025,Van,1005,Customer Support,Heavy Duty,DIESEL,"",CVT,2025-03-13,2025-05-16,10/30/2030,Inactive,21066,"",CHI02,Northside Service Hub,Fleet_Master,2025-12-10,VH-10257,raw.vehicle_master_raw,10257,0,CLEAN,2026-05-29 14:00:10
10244,VH-10244,UJ1LLB8RCY5E1DY1R,XDZ5911,"",Toyota,Camry,2020,Sedan,1004,Maintenance,Service,ELECTRIC,Electric,Automatic,2020-02-28,03/11/2020,2025-06-16,In Service,60613,"",CHI02,Northside Service Hub,AssetHub,2026-04-23,VH-10244,raw.vehicle_master_raw,10244,0,CLEAN,2026-05-29 14:00:10
10012,VH-10012,78WP70UMHCSBKCK56,CUE3923,MO,Ford,Explorer,2013,SUV,1002,Field Services,Service,petrol,1.8L,"",2013-10-18,2013-12-24,2017-10-15,Inactive,111846,10003,DET01,Detroit Partner Shop,Fleet_Master,2026-02-28,VH-10012,raw.vehicle_master_raw,10012,0,CLEAN,2026-05-29 14:00:10
10285,VH-10285,77LLG94P72MAUGXRX,QAX8719,MO,Chevrolet,Express,2013,Van,1002,Field Services,Pool,EV,5.3L,CVT,2013-06-19,2013-08-25,2018-09-30,Retired,244877,"",STL01,St. Louis Fleet Center,FleetMaster,2026-03-20,VH-10285,raw.vehicle_master_raw,10285,0,CLEAN,2026-05-29 14:00:10
10324,VH-10324,R6J5VVV7H5H5M2E36,VPP3552,IN,Chevrolet,Silverado,2014,Truck,1003,Sales,Executive,Unleaded,Electric,"",2014-06-12,2014-08-26,2020-03-16,Available,188507,"",CHI01,Chicago Central Garage,Fleet_Master,2025-07-03,VH-10324,raw.vehicle_master_raw,10324,0,CLEAN,2026-05-29 14:00:10
10218,VH-10218,NDMF2WAENKPU3TX1P,QZW1154,IN,Toyota,Prius,2021,Sedan,1001,Operations,Service,Gas,Electric,AUTO,08/16/2021,2021-09-05,2027-07-17,Available,74067,"",CHI01,Chicago Central Garage,Fleet_Master,2025-10-21,VH-10218,raw.vehicle_master_raw,10218,0,CLEAN,2026-05-29 14:00:10
10157,VH-10157,CZA9P14PYWB6JGY84,DSZ9993,MO,Ford,Explorer,2017,SUV,1002,Field Services,Service,Gas,3.5L,Automatic,2017-02-21,2017-03-04,11/21/2020,Active,166479,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2026-01-10,VH-10157,raw.vehicle_master_raw,10157,0,CLEAN,2026-05-29 14:00:10
