assessment_id,assessment_date_raw,vehicle_id,registration_no,mileage_raw,odometer_reading_raw,last_service_date_raw,source_table,source_record_id,clean_assessment_key,clean_mileage,clean_odometer_reading,alteryx_processed_at,vin,clean_vehicle_key,has_review_required_exception,clean_record_status
CA-001459,2025-07-01,VH-10041,VVY6942,36144,44109,2025-02-17,raw.fleet_condition_assessment_raw,CA-001459,CA-001459,36144,44109,2026-05-29 14:00:10,8AXX52G6N5SLR49ZJ,VH-10041,0,CLEAN
CA-001457,2025-04-14,VH-10041,VVY6942,33732,43213,2024-12-08,raw.fleet_condition_assessment_raw,CA-001457,CA-001457,33732,43213,2026-05-29 14:00:10,8AXX52G6N5SLR49ZJ,VH-10041,0,CLEAN
CA-001345,2026-01-18,VH-10121,TMC0788,53151,52915,05/13/2025,raw.fleet_condition_assessment_raw,CA-001345,CA-001345,53151,52915,2026-05-29 14:00:10,AJPZLZPP3T3WG5AN1,VH-10121,0,CLEAN
CA-000924,2024-07-22,VH-10121,TMC0788,47197,65733,2024-06-29,raw.fleet_condition_assessment_raw,CA-000924,CA-000924,47197,65733,2026-05-29 14:00:10,AJPZLZPP3T3WG5AN1,VH-10121,0,CLEAN
CA-000627,2026-02-26,VH-10121,TMC0788,53983,53801,2025-03-16,raw.fleet_condition_assessment_raw,CA-000627,CA-000627,53983,53801,2026-05-29 14:00:10,AJPZLZPP3T3WG5AN1,VH-10121,0,CLEAN
CA-001088,2024-01-10,VH-10121,TMC0788,49230,49011,2023-12-27,raw.fleet_condition_assessment_raw,CA-001088,CA-001088,49230,49011,2026-05-29 14:00:10,AJPZLZPP3T3WG5AN1,VH-10121,0,CLEAN
CA-000158,2024-05-14,VH-10121,TMC0788,49484,58298,2023-10-08,raw.fleet_condition_assessment_raw,CA-000158,CA-000158,49484,58298,2026-05-29 14:00:10,AJPZLZPP3T3WG5AN1,VH-10121,0,CLEAN
CA-000157,2025-05-30,VH-10204,TFR4050,102365,102296,2024-12-29,raw.fleet_condition_assessment_raw,CA-000157,CA-000157,102365,102296,2026-05-29 14:00:10,E7J6X18Z210PCRLM0,VH-10204,0,CLEAN
CA-000468,2024-09-01,VH-10204,TFR4050,98699,104302,2023-12-30,raw.fleet_condition_assessment_raw,CA-000468,CA-000468,98699,104302,2026-05-29 14:00:10,E7J6X18Z210PCRLM0,VH-10204,0,CLEAN
CA-000364,2025-01-29,VH-10204,TFR4050,100036,99775,2024-04-27,raw.fleet_condition_assessment_raw,CA-000364,CA-000364,100036,99775,2026-05-29 14:00:10,E7J6X18Z210PCRLM0,VH-10204,0,CLEAN
CA-000286,2024-10-10,VH-10226,ERL5070,104384,104349,2024-02-08,raw.fleet_condition_assessment_raw,CA-000286,CA-000286,104384,104349,2026-05-29 14:00:10,CL3GVJL30Z0520RJU,VH-10226,0,CLEAN
CA-000443,02/23/2026,VH-10226,ERL5070,101465,117440,2025-03-30,raw.fleet_condition_assessment_raw,CA-000443,CA-000443,101465,117440,2026-05-29 14:00:10,CL3GVJL30Z0520RJU,VH-10226,0,CLEAN
CA-000386,2024-10-26,VH-10226,ERL5070,98829,98562,2024-10-08,raw.fleet_condition_assessment_raw,CA-000386,CA-000386,98829,98562,2026-05-29 14:00:10,CL3GVJL30Z0520RJU,VH-10226,0,CLEAN
CA-000198,2024-12-11,VH-10417,LHN8465,162560,178806,2024-03-09,raw.fleet_condition_assessment_raw,CA-000198,CA-000198,162560,178806,2026-05-29 14:00:10,VCHDRR7CKGABY9AUH,VH-10417,0,CLEAN
CA-000388,2024-02-09,VH-10417,LHN8465,159549,167583,2024-01-10,raw.fleet_condition_assessment_raw,CA-000388,CA-000388,159549,167583,2026-05-29 14:00:10,VCHDRR7CKGABY9AUH,VH-10417,0,CLEAN
CA-000088,2024-11-02,VH-10417,LHN8465,159921,159676,2024-04-10,raw.fleet_condition_assessment_raw,CA-000088,CA-000088,159921,159676,2026-05-29 14:00:10,VCHDRR7CKGABY9AUH,VH-10417,0,CLEAN
CA-001453,2025-04-12,VH-10417,LHN8465,156370,156560,2024-02-22,raw.fleet_condition_assessment_raw,CA-001453,CA-001453,156370,156560,2026-05-29 14:00:10,VCHDRR7CKGABY9AUH,VH-10417,0,CLEAN
CA-001070,2024-07-31,VH-10417,LHN8465,159382,167657,2024-01-04,raw.fleet_condition_assessment_raw,CA-001070,CA-001070,159382,167657,2026-05-29 14:00:10,VCHDRR7CKGABY9AUH,VH-10417,0,CLEAN
CA-000007,2024-11-19,VH-10417,LHN8465,162083,185183,2024-01-19,raw.fleet_condition_assessment_raw,CA-000007,CA-000007,162083,185183,2026-05-29 14:00:10,VCHDRR7CKGABY9AUH,VH-10417,0,CLEAN
CA-001066,2024-08-08,VH-10417,LHN8465,153562,153487,2024-03-21,raw.fleet_condition_assessment_raw,CA-001066,CA-001066,153562,153487,2026-05-29 14:00:10,VCHDRR7CKGABY9AUH,VH-10417,0,CLEAN
CA-000416,2026-02-04,VH-10215,IBH7512,42163,64230,2025-03-03,raw.fleet_condition_assessment_raw,CA-000416,CA-000416,42163,64230,2026-05-29 14:00:10,"",VH-10215,0,CLEAN
CA-000803,2026-01-11,VH-10215,IBH7512,46505,46645,2024-12-10,raw.fleet_condition_assessment_raw,CA-000803,CA-000803,46505,46645,2026-05-29 14:00:10,"",VH-10215,0,CLEAN
CA-001460,10/17/2025,VH-10215,IBH7512,46014,46303,03/29/2025,raw.fleet_condition_assessment_raw,CA-001460,CA-001460,46014,46303,2026-05-29 14:00:10,"",VH-10215,0,CLEAN
CA-000938,11/15/2025,VH-10022,UCI7123,121279,121426,2024-11-23,raw.fleet_condition_assessment_raw,CA-000938,CA-000938,121279,121426,2026-05-29 14:00:10,R1M6MABW2375E55GJ,VH-10022,0,CLEAN
CA-000629,2025-02-26,VH-10022,UCI7123,122083,130150,2024-10-26,raw.fleet_condition_assessment_raw,CA-000629,CA-000629,122083,130150,2026-05-29 14:00:10,R1M6MABW2375E55GJ,VH-10022,0,CLEAN
CA-001271,2025-11-24,VH-10022,UCI7123,117086,116826,2025-07-25,raw.fleet_condition_assessment_raw,CA-001271,CA-001271,117086,116826,2026-05-29 14:00:10,R1M6MABW2375E55GJ,VH-10022,0,CLEAN
CA-000819,2024-01-12,VH-10022,UCI7123,119861,135086,2022-11-28,raw.fleet_condition_assessment_raw,CA-000819,CA-000819,119861,135086,2026-05-29 14:00:10,R1M6MABW2375E55GJ,VH-10022,0,CLEAN
CA-000732,2024-05-11,VH-10018,UUF1767,3839,3572,2023-10-14,raw.fleet_condition_assessment_raw,CA-000732,CA-000732,3839,3572,2026-05-29 14:00:10,8ZD7U6LFUURYYDG17,VH-10018,0,CLEAN
CA-001214,2024-06-27,VH-10018,UUF1767,6265,6525,2024-01-14,raw.fleet_condition_assessment_raw,CA-001214,CA-001214,6265,6525,2026-05-29 14:00:10,8ZD7U6LFUURYYDG17,VH-10018,0,CLEAN
CA-000771,2025-05-24,VH-10018,UUF1767,6994,14998,2024-12-29,raw.fleet_condition_assessment_raw,CA-000771,CA-000771,6994,14998,2026-05-29 14:00:10,8ZD7U6LFUURYYDG17,VH-10018,0,CLEAN
CA-000724,2024-03-08,VH-10018,UUF1767,6937,16640,2024-01-29,raw.fleet_condition_assessment_raw,CA-000724,CA-000724,6937,16640,2026-05-29 14:00:10,8ZD7U6LFUURYYDG17,VH-10018,0,CLEAN
CA-000662,2025-12-28,VH-10149,TZV6869,101764,109582,2024-11-24,raw.fleet_condition_assessment_raw,CA-000662,CA-000662,101764,109582,2026-05-29 14:00:10,VJ2LLUNP8512Z6FEX,VH-10149,0,CLEAN
CA-001186,2024-12-21,VH-10149,TZV6869,104689,124068,2023-11-17,raw.fleet_condition_assessment_raw,CA-001186,CA-001186,104689,124068,2026-05-29 14:00:10,VJ2LLUNP8512Z6FEX,VH-10149,0,CLEAN
CA-001013,2024-07-03,VH-10200,GDC5725,238627,250498,2024-04-06,raw.fleet_condition_assessment_raw,CA-001013,CA-001013,238627,250498,2026-05-29 14:00:10,5NAFZ1AMYDAURT6NS,VH-10200,0,CLEAN
CA-000888,2024-10-16,VH-10347,NKC2142,85241,94451,2024-04-02,raw.fleet_condition_assessment_raw,CA-000888,CA-000888,85241,94451,2026-05-29 14:00:10,MNCHD65L87E6GAGM8,VH-10347,0,CLEAN
CA-001193,2024-03-22,VH-10347,NKC2142,83113,83065,2024-03-18,raw.fleet_condition_assessment_raw,CA-001193,CA-001193,83113,83065,2026-05-29 14:00:10,MNCHD65L87E6GAGM8,VH-10347,0,CLEAN
CA-001048,2025-10-18,VH-10155,UHO1449,98757,118808,2025-08-03,raw.fleet_condition_assessment_raw,CA-001048,CA-001048,98757,118808,2026-05-29 14:00:10,3GVN1KP6R3CJ791E0,VH-10155,0,CLEAN
CA-000884,2025-07-25,VH-10155,UHO1449,99933,100199,2025-02-14,raw.fleet_condition_assessment_raw,CA-000884,CA-000884,99933,100199,2026-05-29 14:00:10,3GVN1KP6R3CJ791E0,VH-10155,0,CLEAN
CA-000740,2025-07-14,VH-10155,UHO1449,92728,103864,2025-05-04,raw.fleet_condition_assessment_raw,CA-000740,CA-000740,92728,103864,2026-05-29 14:00:10,3GVN1KP6R3CJ791E0,VH-10155,0,CLEAN
CA-000563,2025-11-18,VH-10278,UHV7761,141492,141527,2025-03-23,raw.fleet_condition_assessment_raw,CA-000563,CA-000563,141492,141527,2026-05-29 14:00:10,JYJD8WATT4A0UF4RY,VH-10278,0,CLEAN
CA-000605,2025-03-21,VH-10278,UHV7761,142536,159351,2024-08-18,raw.fleet_condition_assessment_raw,CA-000605,CA-000605,142536,159351,2026-05-29 14:00:10,JYJD8WATT4A0UF4RY,VH-10278,0,CLEAN
CA-001026,06/19/2024,VH-10278,UHV7761,141948,141956,08/02/2023,raw.fleet_condition_assessment_raw,CA-001026,CA-001026,141948,141956,2026-05-29 14:00:10,JYJD8WATT4A0UF4RY,VH-10278,0,CLEAN
CA-000311,2025-09-07,VH-10144,UUN9176,82275,82122,2025-06-14,raw.fleet_condition_assessment_raw,CA-000311,CA-000311,82275,82122,2026-05-29 14:00:10,T4FWN9MM2DS46ATUE,VH-10144,0,CLEAN
CA-000954,2025-01-14,VH-10144,UUN9176,77099,77328,2023-12-30,raw.fleet_condition_assessment_raw,CA-000954,CA-000954,77099,77328,2026-05-29 14:00:10,T4FWN9MM2DS46ATUE,VH-10144,0,CLEAN
CA-001166,2025-12-12,VH-10144,UUN9176,77465,77245,2025-06-30,raw.fleet_condition_assessment_raw,CA-001166,CA-001166,77465,77245,2026-05-29 14:00:10,T4FWN9MM2DS46ATUE,VH-10144,0,CLEAN
CA-001291,2025-03-21,VH-10144,CXK6790,83581,98678,2024-12-28,raw.fleet_condition_assessment_raw,CA-001291,CA-001291,83581,98678,2026-05-29 14:00:10,T4FWN9MM2DS46ATUE,VH-10144,0,CLEAN
CA-001482,2025-04-01,VH-10144,UUN9176,76016,75802,2024-09-19,raw.fleet_condition_assessment_raw,CA-001482,CA-001482,76016,75802,2026-05-29 14:00:10,T4FWN9MM2DS46ATUE,VH-10144,0,CLEAN
CA-000916,2026-02-19,VH-10162,BRE6768,120941,137546,2025-04-20,raw.fleet_condition_assessment_raw,CA-000916,CA-000916,120941,137546,2026-05-29 14:00:10,WFR7A4016KT0KCZ6Z,VH-10162,0,CLEAN
CA-000829,2025-10-31,VH-10162,BRE6768,118524,118641,2024-12-06,raw.fleet_condition_assessment_raw,CA-000829,CA-000829,118524,118641,2026-05-29 14:00:10,WFR7A4016KT0KCZ6Z,VH-10162,0,CLEAN
CA-000823,2025-10-29,VH-10162,BRE6768,123293,123302,2025-09-26,raw.fleet_condition_assessment_raw,CA-000823,CA-000823,123293,123302,2026-05-29 14:00:10,WFR7A4016KT0KCZ6Z,VH-10162,0,CLEAN
CA-000459,09/12/2025,VH-10162,BRE6768,125124,125265,2024-12-28,raw.fleet_condition_assessment_raw,CA-000459,CA-000459,125124,125265,2026-05-29 14:00:10,WFR7A4016KT0KCZ6Z,VH-10162,0,CLEAN
CA-001101,2025-05-04,VH-10162,BRE6768,121306,121502,2024-05-28,raw.fleet_condition_assessment_raw,CA-001101,CA-001101,121306,121502,2026-05-29 14:00:10,WFR7A4016KT0KCZ6Z,VH-10162,0,CLEAN
CA-000327,2024-07-26,VH-10162,BRE6768,125553,125377,2024-03-10,raw.fleet_condition_assessment_raw,CA-000327,CA-000327,125553,125377,2026-05-29 14:00:10,WFR7A4016KT0KCZ6Z,VH-10162,0,CLEAN
CA-000998,2026-03-12,VH-10162,BRE6768,125197,125493,01/20/2025,raw.fleet_condition_assessment_raw,CA-000998,CA-000998,125197,125493,2026-05-29 14:00:10,WFR7A4016KT0KCZ6Z,VH-10162,0,CLEAN
CA-000761,2026-02-23,VH-10097,VVY1478,45887,52577,2025-05-25,raw.fleet_condition_assessment_raw,CA-000761,CA-000761,45887,52577,2026-05-29 14:00:10,DP4LJH3MKGLET01FL,VH-10097,0,CLEAN
CA-001144,2026-01-26,VH-10097,FOL6104,42862,66488,2025-12-17,raw.fleet_condition_assessment_raw,CA-001144,CA-001144,42862,66488,2026-05-29 14:00:10,DP4LJH3MKGLET01FL,VH-10097,0,CLEAN
CA-000070,09/16/2024,VH-10355,ZPD4871,74787,81545,2024-01-10,raw.fleet_condition_assessment_raw,CA-000070,CA-000070,74787,81545,2026-05-29 14:00:10,4V7AUK1XGWRR0VW3G,VH-10355,0,CLEAN
CA-001320,2024-02-13,VH-10355,MSW8083,77370,97635,2023-04-11,raw.fleet_condition_assessment_raw,CA-001320,CA-001320,77370,97635,2026-05-29 14:00:10,4V7AUK1XGWRR0VW3G,VH-10355,0,CLEAN
CA-000045,2025-02-10,VH-10355,MSW8083,82347,82552,08/21/2024,raw.fleet_condition_assessment_raw,CA-000045,CA-000045,82347,82552,2026-05-29 14:00:10,4V7AUK1XGWRR0VW3G,VH-10355,0,CLEAN
CA-001005,2024-12-05,VH-10355,MSW8083,80613,101537,2023-12-30,raw.fleet_condition_assessment_raw,CA-001005,CA-001005,80613,101537,2026-05-29 14:00:10,4V7AUK1XGWRR0VW3G,VH-10355,0,CLEAN
CA-001312,2024-03-23,VH-10355,MSW8083,82940,99523,2023-03-19,raw.fleet_condition_assessment_raw,CA-001312,CA-001312,82940,99523,2026-05-29 14:00:10,4V7AUK1XGWRR0VW3G,VH-10355,0,CLEAN
CA-000191,2024-11-03,VH-10355,MSW8083,81114,90559,2024-07-20,raw.fleet_condition_assessment_raw,CA-000191,CA-000191,81114,90559,2026-05-29 14:00:10,4V7AUK1XGWRR0VW3G,VH-10355,0,CLEAN
CA-000766,2024-03-23,VH-10254,FUG7006,188375,188296,2023-08-06,raw.fleet_condition_assessment_raw,CA-000766,CA-000766,188375,188296,2026-05-29 14:00:10,H3V1UUW9E8XE41FCY,VH-10254,0,CLEAN
CA-000003,07/19/2024,VH-10254,FUG7006,187987,212740,2023-09-01,raw.fleet_condition_assessment_raw,CA-000003,CA-000003,187987,212740,2026-05-29 14:00:10,H3V1UUW9E8XE41FCY,VH-10254,0,CLEAN
CA-001273,2025-01-16,VH-10254,FUG7006,187736,187696,2023-12-10,raw.fleet_condition_assessment_raw,CA-001273,CA-001273,187736,187696,2026-05-29 14:00:10,H3V1UUW9E8XE41FCY,VH-10254,0,CLEAN
CA-001184,2026-02-14,VH-10254,FUG7006,184316,190647,2025-06-01,raw.fleet_condition_assessment_raw,CA-001184,CA-001184,184316,190647,2026-05-29 14:00:10,H3V1UUW9E8XE41FCY,VH-10254,0,CLEAN
CA-000920,02/14/2025,VH-10351,TZA9401,172390,193394,2024-10-27,raw.fleet_condition_assessment_raw,CA-000920,CA-000920,172390,193394,2026-05-29 14:00:10,S7F8FF46D6LMU83G9,VH-10351,0,CLEAN
CA-000289,2025-01-14,VH-10351,TZA9401,173599,189903,2024-06-23,raw.fleet_condition_assessment_raw,CA-000289,CA-000289,173599,189903,2026-05-29 14:00:10,S7F8FF46D6LMU83G9,VH-10351,0,CLEAN
CA-000541,2024-04-28,VH-10351,TZA9401,172123,172072,2023-03-06,raw.fleet_condition_assessment_raw,CA-000541,CA-000541,172123,172072,2026-05-29 14:00:10,S7F8FF46D6LMU83G9,VH-10351,0,CLEAN
CA-000749,2024-06-21,VH-10351,IPY2809,172803,172539,2023-07-05,raw.fleet_condition_assessment_raw,CA-000749,CA-000749,172803,172539,2026-05-29 14:00:10,S7F8FF46D6LMU83G9,VH-10351,0,CLEAN
CA-000516,2025-04-15,VH-10105,UXG4661,20718,20435,2024-06-12,raw.fleet_condition_assessment_raw,CA-000516,CA-000516,20718,20435,2026-05-29 14:00:10,5VG7GFB2F4YZZE438,VH-10105,0,CLEAN
CA-000491,2025-12-14,VH-10105,UXG4661,18871,28375,2025-01-18,raw.fleet_condition_assessment_raw,CA-000491,CA-000491,18871,28375,2026-05-29 14:00:10,5VG7GFB2F4YZZE438,VH-10105,0,CLEAN
CA-000794,2024-05-04,VH-10105,UXG4661,21639,21778,2023-06-21,raw.fleet_condition_assessment_raw,CA-000794,CA-000794,21639,21778,2026-05-29 14:00:10,5VG7GFB2F4YZZE438,VH-10105,0,CLEAN
CA-000053,2025-10-14,VH-10105,UXG4661,13353,35900,2025-04-04,raw.fleet_condition_assessment_raw,CA-000053,CA-000053,13353,35900,2026-05-29 14:00:10,5VG7GFB2F4YZZE438,VH-10105,0,CLEAN
CA-001455,2024-05-20,VH-10279,IDM5162,120242,136089,2023-05-14,raw.fleet_condition_assessment_raw,CA-001455,CA-001455,120242,136089,2026-05-29 14:00:10,R18A2XFCCE8A5CY2A,VH-10279,0,CLEAN
CA-000713,2025-01-18,VH-10279,IDM5162,121211,129812,2024-03-06,raw.fleet_condition_assessment_raw,CA-000713,CA-000713,121211,129812,2026-05-29 14:00:10,R18A2XFCCE8A5CY2A,VH-10279,0,CLEAN
CA-000894,2025-05-06,VH-10015,SUD3294,104165,104085,2024-10-08,raw.fleet_condition_assessment_raw,CA-000894,CA-000894,104165,104085,2026-05-29 14:00:10,7N9UFTNJAZR1R57V4,VH-10015,0,CLEAN
CA-001351,2025-03-11,VH-10015,SUD3294,105977,113653,2024-09-14,raw.fleet_condition_assessment_raw,CA-001351,CA-001351,105977,113653,2026-05-29 14:00:10,7N9UFTNJAZR1R57V4,VH-10015,0,CLEAN
CA-001087,2024-11-09,VH-10209,EEV0445,263292,284665,2023-11-11,raw.fleet_condition_assessment_raw,CA-001087,CA-001087,263292,284665,2026-05-29 14:00:10,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
CA-000959,2025-05-05,VH-10209,EEV0445,254280,265222,2024-05-24,raw.fleet_condition_assessment_raw,CA-000959,CA-000959,254280,265222,2026-05-29 14:00:10,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
CA-001081,05/15/2025,VH-10116,EEN0173,22987,22897,2024-05-19,raw.fleet_condition_assessment_raw,CA-001081,CA-001081,22987,22897,2026-05-29 14:00:10,ZKXLE80LAVA7BJ9V6,VH-10116,0,CLEAN
CA-000668,2024-02-11,VH-10116,EEN0173,27792,27561,2023-12-31,raw.fleet_condition_assessment_raw,CA-000668,CA-000668,27792,27561,2026-05-29 14:00:10,ZKXLE80LAVA7BJ9V6,VH-10116,0,CLEAN
CA-000175,2025-04-25,VH-10116,EEN0173,25945,25683,2024-09-01,raw.fleet_condition_assessment_raw,CA-000175,CA-000175,25945,25683,2026-05-29 14:00:10,ZKXLE80LAVA7BJ9V6,VH-10116,0,CLEAN
CA-000935,2025-12-14,VH-10116,EEN0173,22197,22337,2025-07-24,raw.fleet_condition_assessment_raw,CA-000935,CA-000935,22197,22337,2026-05-29 14:00:10,ZKXLE80LAVA7BJ9V6,VH-10116,0,CLEAN
CA-000559,2025-01-14,VH-10116,EEN0173,24831,24889,2023-12-04,raw.fleet_condition_assessment_raw,CA-000559,CA-000559,24831,24889,2026-05-29 14:00:10,ZKXLE80LAVA7BJ9V6,VH-10116,0,CLEAN
CA-000598,2025-10-20,VH-10116,EEN0173,30000,46150,2025-07-30,raw.fleet_condition_assessment_raw,CA-000598,CA-000598,30000,46150,2026-05-29 14:00:10,ZKXLE80LAVA7BJ9V6,VH-10116,0,CLEAN
CA-000448,2024-02-02,VH-10192,QQX9268,199692,199775,2023-10-12,raw.fleet_condition_assessment_raw,CA-000448,CA-000448,199692,199775,2026-05-29 14:00:10,"",VH-10192,0,CLEAN
CA-000528,2024-06-23,VH-10192,QQX9268,197767,197819,2023-05-27,raw.fleet_condition_assessment_raw,CA-000528,CA-000528,197767,197819,2026-05-29 14:00:10,"",VH-10192,0,CLEAN
CA-000195,2026-03-22,VH-10117,JAN4263,218968,218810,2025-11-28,raw.fleet_condition_assessment_raw,CA-000195,CA-000195,218968,218810,2026-05-29 14:00:10,JNK49XAJJ0E2KL56E,VH-10117,0,CLEAN
CA-001327,2024-02-21,VH-10117,JAN4263,222988,223147,2024-02-15,raw.fleet_condition_assessment_raw,CA-001327,CA-001327,222988,223147,2026-05-29 14:00:10,JNK49XAJJ0E2KL56E,VH-10117,0,CLEAN
CA-000910,2025-10-15,VH-10117,JAN4263,218455,218366,12/07/2024,raw.fleet_condition_assessment_raw,CA-000910,CA-000910,218455,218366,2026-05-29 14:00:10,JNK49XAJJ0E2KL56E,VH-10117,0,CLEAN
CA-001067,2025-07-31,VH-10202,RZZ7050,14039,28472,2025-04-30,raw.fleet_condition_assessment_raw,CA-001067,CA-001067,14039,28472,2026-05-29 14:00:10,TEVSL5NKPKDDK9BS6,VH-10202,0,CLEAN
CA-000839,2025-05-11,VH-10283,AAR2793,226489,244161,2025-01-13,raw.fleet_condition_assessment_raw,CA-000839,CA-000839,226489,244161,2026-05-29 14:00:10,YCWGHJGA6CW2FL8Z1,VH-10283,0,CLEAN
CA-001400,2024-11-22,VH-10383,GAT5800,47154,65243,2024-07-09,raw.fleet_condition_assessment_raw,CA-001400,CA-001400,47154,65243,2026-05-29 14:00:10,DRV6U8R97UHBWLJSD,VH-10383,0,CLEAN
CA-000153,2024-11-24,VH-10383,GAT5800,47558,47559,2024-01-05,raw.fleet_condition_assessment_raw,CA-000153,CA-000153,47558,47559,2026-05-29 14:00:10,DRV6U8R97UHBWLJSD,VH-10383,0,CLEAN
CA-001082,2024-04-02,VH-10383,GAT5800,42449,63412,2023-10-24,raw.fleet_condition_assessment_raw,CA-001082,CA-001082,42449,63412,2026-05-29 14:00:10,DRV6U8R97UHBWLJSD,VH-10383,0,CLEAN
CA-000266,2024-10-25,VH-10383,GAT5800,48732,48881,02/26/2024,raw.fleet_condition_assessment_raw,CA-000266,CA-000266,48732,48881,2026-05-29 14:00:10,DRV6U8R97UHBWLJSD,VH-10383,0,CLEAN
CA-000161,2025-12-06,VH-10383,GAT5800,49349,49501,2025-08-18,raw.fleet_condition_assessment_raw,CA-000161,CA-000161,49349,49501,2026-05-29 14:00:10,DRV6U8R97UHBWLJSD,VH-10383,0,CLEAN
CA-000955,2024-09-13,VH-10348,LHS3364,10072,22204,2024-04-15,raw.fleet_condition_assessment_raw,CA-000955,CA-000955,10072,22204,2026-05-29 14:00:10,KG884EL8D5TUEEJG1,VH-10348,0,CLEAN
CA-000199,2024-10-17,VH-10348,LHS3364,7363,21673,06/09/2024,raw.fleet_condition_assessment_raw,CA-000199,CA-000199,7363,21673,2026-05-29 14:00:10,KG884EL8D5TUEEJG1,VH-10348,0,CLEAN
CA-000225,2024-08-03,VH-10348,LHS3364,6222,6233,2023-12-16,raw.fleet_condition_assessment_raw,CA-000225,CA-000225,6222,6233,2026-05-29 14:00:10,KG884EL8D5TUEEJG1,VH-10348,0,CLEAN
CA-001404,2025-11-14,VH-10348,LHS3364,13070,12846,2025-02-12,raw.fleet_condition_assessment_raw,CA-001404,CA-001404,13070,12846,2026-05-29 14:00:10,KG884EL8D5TUEEJG1,VH-10348,0,CLEAN
CA-000575,2026-03-19,VH-10348,LHS3364,9965,33465,2026-02-17,raw.fleet_condition_assessment_raw,CA-000575,CA-000575,9965,33465,2026-05-29 14:00:10,KG884EL8D5TUEEJG1,VH-10348,0,CLEAN
CA-000270,05/22/2024,VH-10070,VBL7706,181584,201092,2023-07-20,raw.fleet_condition_assessment_raw,CA-000270,CA-000270,181584,201092,2026-05-29 14:00:10,HLL3PTS9T4FY56BD3,VH-10070,0,CLEAN
CA-001306,2026-03-27,VH-10070,VBL7706,184867,184795,2026-03-03,raw.fleet_condition_assessment_raw,CA-001306,CA-001306,184867,184795,2026-05-29 14:00:10,HLL3PTS9T4FY56BD3,VH-10070,0,CLEAN
CA-000072,2025-03-17,VH-10070,VBL7706,183482,190579,2024-03-24,raw.fleet_condition_assessment_raw,CA-000072,CA-000072,183482,190579,2026-05-29 14:00:10,HLL3PTS9T4FY56BD3,VH-10070,0,CLEAN
CA-000321,2025-09-02,VH-10070,RVY7600,178791,178706,2025-04-02,raw.fleet_condition_assessment_raw,CA-000321,CA-000321,178791,178706,2026-05-29 14:00:10,HLL3PTS9T4FY56BD3,VH-10070,0,CLEAN
CA-000308,2026-03-06,VH-10329,AXN5145,56408,56543,2025-04-11,raw.fleet_condition_assessment_raw,CA-000308,CA-000308,56408,56543,2026-05-29 14:00:10,HLLYASFTMS3J03593,VH-10329,0,CLEAN
CA-000418,2024-08-17,VH-10329,TKM7973,61987,62254,2023-10-07,raw.fleet_condition_assessment_raw,CA-000418,CA-000418,61987,62254,2026-05-29 14:00:10,HLLYASFTMS3J03593,VH-10329,0,CLEAN
CA-000014,01/28/2025,VH-10329,AXN5145,63300,75327,2024-03-12,raw.fleet_condition_assessment_raw,CA-000014,CA-000014,63300,75327,2026-05-29 14:00:10,HLLYASFTMS3J03593,VH-10329,0,CLEAN
CA-000995,2025-06-13,VH-10329,AXN5145,62897,62619,2024-05-17,raw.fleet_condition_assessment_raw,CA-000995,CA-000995,62897,62619,2026-05-29 14:00:10,HLLYASFTMS3J03593,VH-10329,0,CLEAN
CA-000487,2025-03-30,VH-10329,AXN5145,62083,72238,2025-02-17,raw.fleet_condition_assessment_raw,CA-000487,CA-000487,62083,72238,2026-05-29 14:00:10,HLLYASFTMS3J03593,VH-10329,0,CLEAN
CA-000339,2026-02-24,VH-10276,IMQ8703,160348,160348,2025-07-01,raw.fleet_condition_assessment_raw,CA-000339,CA-000339,160348,160348,2026-05-29 14:00:10,6108AS0VFS6R3E718,VH-10276,0,CLEAN
CA-000317,2024-07-10,VH-10276,IMQ8703,164523,172103,2024-05-20,raw.fleet_condition_assessment_raw,CA-000317,CA-000317,164523,172103,2026-05-29 14:00:10,6108AS0VFS6R3E718,VH-10276,0,CLEAN
CA-000701,2024-05-14,VH-10276,IMQ8703,166376,184681,2023-04-20,raw.fleet_condition_assessment_raw,CA-000701,CA-000701,166376,184681,2026-05-29 14:00:10,6108AS0VFS6R3E718,VH-10276,0,CLEAN
CA-000190,2024-07-04,VH-10276,IMQ8703,161740,161871,2023-11-25,raw.fleet_condition_assessment_raw,CA-000190,CA-000190,161740,161871,2026-05-29 14:00:10,6108AS0VFS6R3E718,VH-10276,0,CLEAN
CA-001247,2025-04-05,VH-10276,IMQ8703,160886,166696,2024-05-02,raw.fleet_condition_assessment_raw,CA-001247,CA-001247,160886,166696,2026-05-29 14:00:10,6108AS0VFS6R3E718,VH-10276,0,CLEAN
CA-001062,2025-12-18,VH-10276,IMQ8703,164563,164395,2025-11-18,raw.fleet_condition_assessment_raw,CA-001062,CA-001062,164563,164395,2026-05-29 14:00:10,6108AS0VFS6R3E718,VH-10276,0,CLEAN
CA-000295,2024-08-19,VH-10145,YIL7549,134607,144292,2023-08-22,raw.fleet_condition_assessment_raw,CA-000295,CA-000295,134607,144292,2026-05-29 14:00:10,6R2K03DR2G689HF4W,VH-10145,0,CLEAN
