assessment_id,assessment_date,vehicle_id,registration_no,Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,source_system
CA-001208,2025-08-13,VH-10073,ILJ2253,Ford Transit,34498,Average,0,3,Diesel,Automatic,3.5L,34327,06/25/2025,2028-02-28,,1800,0,3,48.42,New,Needs Service,Unknown,1,ConditionPortal
CA-001209,11/02/2025,VH-10356,PWK9839,Truck,163722,GOOD,1,8,DIESEL,,,163454,2024-11-25,2022-10-12,Second,4022,15,2,41.49,Worn,Poor,Unknown,0,MaintenanceRiskModel
CA-001210,2025-02-04,VH-10129,QNL7195,Camry,138124,Good,3,7,DIESEL,,3.5L,152392,2023-12-13,2024-10-16,Company,2299,3,0,19.12,Good,Poor,WEAK,1,ConditionPortal
CA-001211,2026-02-10,VH-10129,QNL7195,Camry,145183,GOOD,0,7,Diesel,Automatic,Electric,150733,2025-08-28,2024-10-16,Second,1067,12,2,50.89,New,Needs Service,New,1,MaintenanceRiskModel
CA-001212,2025-11-06,VH-10058,NTW1008,Express,140379,GOOD,0,8,Gas,CVT,Electric,140243,2025-09-02,2023-09-29,,4401,14,2,42.96,Good,Good,WEAK,0,InspectionApp
CA-001213,2024-03-01,VH-10056,VZK4595,GMC Sierra,131944,Poor,1,11,DIESEL,AUTO,Electric,132089,2024-02-22,2020-08-28,Pool,3717,6,0,54.11,GOOD,Poor,Good,0,ConditionPortal
CA-001214,2024-06-27,VH-10018,UUF1767,Sedan,6265,Average,1,14,Electric,,3.5L,6525,2024-01-14,2015-05-09,Pool,3320,0,0,36.89,Poor,Good,Unknown,1,InspectionApp
CA-001215,11/21/2024,VH-10420,JIU2881,Civic,271192,Poor,0,14,Diesel,Manual,2000,292288,2024-10-03,2016-08-20,Pool,4490,8,0,32.34,Worn,Poor,Good,1,InspectionApp
CA-001216,2025-05-26,VH-10061,UPO6972,Heavy Truck,287180,GOOD,0,14,Electric,,Electric,297416,06/29/2024,2017-03-02,Leased,891,11,1,35.1,Worn Out,Good,WEAK,1,InspectionApp
CA-001217,2026-02-24,VH-X4158,IQM5306,Truck,37403,Good,,5,EV,Manual,2000,37126,2025-03-02,2024-12-04,,2884,3,2,34.67,GOOD,New,Good,0,ConditionPortal
CA-001218,2024-03-07,VH-10386,YMM4816,Ford Transit,87823,Average,0,9,Hybrid,Automatic,2000,106066,2023-10-12,2023-01-12,,1128,12,0,14.71,Worn Out,GOOD,WEAK,0,InspectionApp
CA-001219,2024-09-03,VH-10036,NOS8673,Ford Explorer,94870,Poor,,7,Diesel,,2000,95043,2024-02-21,2022-06-09,Second,1811,13,1,53.62,Worn,New,Good,0,InspectionApp
CA-001220,01/23/2024,VH-10064,QEQ7111,MV607,9570,Poor,1,1,Hybrid,Automatic,3.5L,28079,2023-09-21,2028-08-24,Company,3221,6,0,42.54,New,GOOD,Replace,1,MaintenanceRiskModel
CA-001221,2026-04-21,VH-X2825,JIW8343,Honda Civic,38320,GOOD,3,3,Diesel,,3.5L,38111,2025-10-31,2027-09-25,Pool,2168,3,2,20.19,Worn Out,Needs Service,Replace,1,InspectionApp
CA-001222,2024-12-21,VH-10012,CUE3923,SUV,108209,Unknown,0,13,EV,,2500,117573,2025-03-03,2017-10-15,Leased,3556,10,1,52.32,Good,Good,Replace,0,MaintenanceRiskModel
CA-001223,02/13/2025,VH-10242,ROG2722,GMC Sierra,21617,Poor,0,1,Hybrid,Manual,Electric,36761,2024-10-12,2029-12-13,Second,1945,5,0,26.16,Worn,New,New,0,MaintenanceRiskModel
CA-001224,2024-06-30,VH-10137,HWJ5097,Chevrolet Express,205889,Unknown,0,14,Electric,AUTO,2000,229851,2024-01-14,2017-07-09,Company,4187,16,0,49.09,New,New,New,0,MaintenanceRiskModel
CA-001225,2025-11-30,VH-10189,FAR0545,Ford Transit,75782,GOOD,0,5,Gas,Automatic,2000,75519,2025-03-25,2024-06-05,Second,3834,19,0,23.92,Worn,Needs Service,Weak,0,MaintenanceRiskModel
CA-001226,2025-04-06,VH-10217,NKD5416,Truck,66648,GOOD,0,3,Diesel,Automatic,2500,83331,2024-11-20,2028-02-03,,3294,9,2,42.35,Worn,Good,Good,0,InspectionApp
CA-001227,2024-06-24,VH-10190,CWF2189,Tacoma,42602,Poor,,2,Unleaded,AUTO,,42353,2023-08-07,2028-04-03,Second,3153,17,1,14.24,GOOD,Good,New,1,ConditionPortal
CA-001228,2026-02-27,VH-10247,FUT2003,Toyota Camry,64190,Good,,5,Diesel,Automatic,2500,64135,2025-10-24,2027-04-14,Company,2647,18,3,11.57,Worn Out,Poor,Unknown,0,MaintenanceRiskModel
CA-001229,2025-05-29,VH-10388,TSV3645,GMC Sierra,23989,Poor,1,1,Electric,Automatic,1.8L,23893,2025-03-30,2028-02-08,Pool,3789,8,1,32.21,Worn Out,Poor,Replace,0,ConditionPortal
CA-001230,2024-04-03,VH-10312,XWK2100,M2,237077,Poor,0,12,Hybrid,Automatic,2000,237033,2024-02-24,2017-06-11,Pool,2661,17,0,39.16,Poor,Poor,WEAK,0,InspectionApp
CA-001231,2025-09-20,VH-10401,WLP4309,Chevrolet Express,282027,Poor,0,13,Gas,AUTO,3.5L,302421,2025-01-09,04/16/2017,Leased,3290,5,3,24.93,Worn Out,Needs Service,Unknown,0,ConditionPortal
CA-001232,2024-06-30,VH-10030,UXH0319,Heavy Truck,41589,Good,2,2,Hybrid,,,47392,06/26/2023,2028-02-18,Leased,3433,15,3,38.79,New,Needs Service,WEAK,0,InspectionApp
CA-001233,2024-02-14,VH-10075,CIB4001,Sedan,114097,Unknown,0,12,DIESEL,Automatic,,113865,2023-11-06,2025-08-02,Pool,3038,14,3,48.53,Worn Out,Good,WEAK,0,InspectionApp
CA-001234,2025-07-05,VH-10170,WPB7166,Express,62019,Good,1,3,Electric,,2000,61960,2024-05-27,2029-06-17,Company,4057,2,2,20.12,Worn Out,Worn,Weak,0,MaintenanceRiskModel
CA-001235,2024-04-23,VH-10113,VHM3017,Ram 1500,121857,Good,2,14,Electric,,2.0L,121620,2023-11-06,2018-02-06,Company,2027,9,1,44.05,GOOD,New,New,0,MaintenanceRiskModel
CA-001236,2026-04-09,VH-10194,SGK9378,Civic,81305,GOOD,2,5,Diesel,AUTO,Electric,81123,2025-04-27,2025-08-31,Leased,3454,14,1,52.29,Worn Out,Worn,Replace,1,ConditionPortal
CA-001237,2025-03-09,VH-10174,KAA6908,International MV607,97479,GOOD,0,9,EV,Manual,,97224,2024-06-12,2023-05-14,Pool,3871,16,1,37.15,Worn Out,Worn,Weak,0,MaintenanceRiskModel
CA-001238,2026-03-02,VH-10128,OBR9093,Ford Transit,96007,Good,3,6,Diesel,Automatic,2000,101046,2026-02-20,2024-09-06,Company,1166,4,3,43.6,New,Poor,WEAK,0,InspectionApp
CA-001239,2024-08-14,VH-10060,YMM4816,Prius,187512,Poor,,13,EV,AUTO,Electric,209452,2024-07-09,2019-08-24,Pool,1313,14,2,8.1,Good,Needs Service,New,0,MaintenanceRiskModel
CA-001240,2024-04-22,VH-10124,UGT6120,NV200,93537,GOOD,,12,Electric,Manual,,93350,2023-09-01,04/26/2020,Leased,2200,5,0,19.91,Poor,Worn,Replace,1,MaintenanceRiskModel
CA-001241,2025-08-26,VH-10159,TVS3206,Civic,136838,Average,1,12,EV,Manual,3.5L,136935,2025-09-27,2018-06-09,Second,3040,11,0,46.28,GOOD,Needs Service,Unknown,1,ConditionPortal
CA-001242,2025-12-20,VH-10213,GOE6722,Van,80011,Unknown,3,5,Electric,,,80091,2025-04-26,2024-01-15,Leased,4092,5,1,18.19,Poor,GOOD,New,1,InspectionApp
CA-001243,2025-01-13,VH-10071,DCB2613,Transit,157896,Average,2,10,Gas,CVT,5.3L,157823,2024-09-09,2020-12-19,,3811,0,2,32.5,Poor,Needs Service,Replace,0,ConditionPortal
CA-001244,02/26/2026,VH-10287,BWO9318,Truck,196741,Average,,13,DIESEL,,Electric,196621,2025-01-27,05/10/2017,Leased,2813,20,0,31.53,GOOD,New,Replace,1,InspectionApp
CA-001245,2025-01-10,VH-10374,LGX2413,Transit,119353,Poor,2,6,Gas,Manual,2500,138721,2024-04-13,2025-01-29,Company,2641,12,1,44.48,Poor,Worn,WEAK,1,ConditionPortal
CA-001246,2024-01-05,VH-10164,WSZ1156,Sierra,236023,Good,0,11,EV,,3.5L,245532,2023-09-17,2019-02-12,,2375,20,2,44.02,Worn,Poor,Unknown,1,InspectionApp
CA-001247,2025-04-05,VH-10276,IMQ8703,Honda Civic,160886,Good,3,8,Gas,Manual,2500,166696,2024-05-02,2023-05-20,Company,835,18,1,35.13,Worn Out,Poor,Weak,0,ConditionPortal
CA-001248,2025-10-09,VH-10334,XDO8938,Toyota Tacoma,33224,GOOD,1,2,DIESEL,,Electric,33259,2024-10-26,2028-04-18,Company,1562,3,0,51.21,Poor,GOOD,Weak,1,InspectionApp
CA-001249,2025-12-26,,HUV3554,NV200,235879,Poor,1,13,Hybrid,Manual,3.5L,246261,2025-07-03,2016-09-17,,1655,14,1,22.68,Worn,Worn,Replace,0,InspectionApp
CA-001250,2024-01-14,,JJM2872,Truck,56285,Poor,3,5,Diesel,Automatic,2500,69857,01/05/2023,2026-08-11,Second,4123,20,2,31.65,GOOD,Poor,WEAK,1,InspectionApp
CA-001251,2025-04-11,VH-10234,GGF8456,Sedan,66211,Poor,0,5,Gas,Automatic,3.5L,66171,2024-03-21,2027-01-20,,1950,19,2,12.63,Worn,Needs Service,Replace,0,ConditionPortal
CA-001252,09/12/2025,VH-10238,YTR0534,Dodge Ram 1500,195432,GOOD,3,11,Gas,,Electric,205140,2025-08-07,2018-05-23,,1836,4,1,44.95,GOOD,New,Replace,0,MaintenanceRiskModel
CA-001253,2025-08-04,VH-10076,OAF5532,F-150,184855,Poor,1,10,Hybrid,Automatic,3.5L,184957,01/13/2025,2019-07-24,Leased,1296,20,2,28.34,Good,Good,Unknown,0,MaintenanceRiskModel
CA-001254,06/28/2025,VH-10267,AEU7281,Van,52569,Poor,1,4,Diesel,,2000,52390,2024-08-19,2026-01-22,Leased,2556,15,2,30.65,Worn Out,New,WEAK,0,MaintenanceRiskModel
CA-001255,2025-09-10,VH-10167,DZB3524,Truck,102506,Poor,0,12,Gas,AUTO,2500,112876,2025-07-16,2018-10-15,Second,3645,5,0,28.02,New,Good,New,1,InspectionApp
CA-001256,2024-03-21,VH-10189,FAR0545,Transit,72398,Poor,0,5,Electric,Manual,Electric,96446,2023-10-16,2024-06-05,,2145,15,0,45.08,Poor,GOOD,Unknown,0,InspectionApp
CA-001257,2026-02-06,VH-10101,FJD7818,Civic,18351,Average,3,2,DIESEL,Manual,2500,18221,2025-03-06,2027-02-13,Leased,2283,14,0,17.03,Worn,Good,WEAK,0,InspectionApp
CA-001258,2025-06-18,VH-10128,OBR9093,Transit,96006,Unknown,1,6,petrol,AUTO,,102025,2024-05-23,2024-09-06,Company,4158,14,3,8.67,Good,Poor,WEAK,0,ConditionPortal
CA-001259,2025-07-23,VH-10054,JVC2190,Sedan,72930,GOOD,2,5,DIESEL,,3.5L,91485,2025-04-16,2026-10-12,,1666,1,0,21.21,New,Poor,Replace,0,ConditionPortal
CA-001260,2025-11-16,VH-10356,PWK9839,Ford F-150,161753,Good,,8,Electric,Manual,,161860,2024-09-27,2022-10-12,Pool,4367,6,0,53.34,Worn,Worn,Replace,1,MaintenanceRiskModel
CA-001261,2025-04-13,VH-10378,XMV2538,Ford Explorer,3082,GOOD,1,13,EV,Automatic,2500,3332,2024-09-11,2018-02-03,Second,869,16,0,31.9,Worn Out,Good,WEAK,1,MaintenanceRiskModel
CA-001262,2024-08-10,VH-10267,AEU7281,Transit,57935,Good,2,4,DIESEL,AUTO,3.5L,57647,2023-09-10,2026-01-22,Company,2048,7,0,17.7,GOOD,Worn,Good,0,MaintenanceRiskModel
CA-001263,2024-04-06,VH-10397,JAM3448,Toyota Tacoma,179548,Unknown,1,14,Diesel,Manual,,198603,2023-05-21,2016-12-14,Leased,2471,15,0,41.79,GOOD,Poor,Unknown,1,ConditionPortal
CA-001264,2025-05-21,VH-10050,VGF5714,Sierra,233057,Unknown,1,14,Diesel,AUTO,3.5L,252911,2025-02-13,2017-08-18,Pool,2303,1,2,26.51,Good,Needs Service,Good,1,InspectionApp
CA-001265,2024-09-19,VH-10080,RSK8119,Transit,140077,Poor,3,8,Gas,AUTO,2000,139907,2023-07-28,2025-05-04,Leased,2244,3,3,38.56,Good,New,Good,1,MaintenanceRiskModel
CA-001266,2025-08-24,VH-10032,VQY6548,Express,8298,Good,0,1,Gas,AUTO,,8586,2024-11-07,2030-03-05,Leased,2417,5,2,11.87,Good,Good,New,0,ConditionPortal
CA-001267,2024-12-21,VH-10046,YZN9556,Sedan,82204,Poor,0,9,Electric,,Electric,87859,2024-08-30,03/11/2020,Company,2368,6,3,15.89,GOOD,New,Weak,1,InspectionApp
CA-001268,2024-01-25,VH-10166,HTK3543,Tacoma,117095,Good,2,12,DIESEL,Automatic,,116923,2023-03-14,10/15/2018,Company,3349,10,2,36.74,Worn Out,Needs Service,Unknown,1,ConditionPortal
CA-001269,2025-05-30,VH-10221,MJY3388,Prius,206143,Good,,14,Diesel,Manual,2500,226168,2024-12-13,2015-11-26,Leased,3830,13,0,14.41,Worn Out,Poor,Weak,1,ConditionPortal
CA-001270,2026-03-12,VH-10253,EIH1559,Van,173976,GOOD,1,12,DIESEL,Manual,Electric,174055,2025-07-01,2018-04-02,Pool,2350,16,1,39.96,Worn,New,Weak,1,MaintenanceRiskModel
CA-001271,2025-11-24,VH-10022,UCI7123,Van,117086,Unknown,,11,Electric,Automatic,,116826,2025-07-25,2021-06-09,Leased,2976,12,2,36.52,Worn,New,Unknown,1,InspectionApp
CA-001272,2025-10-26,,TMR3233,Tacoma,145134,Good,3,8,Electric,,3.5L,145315,2025-07-02,01/05/2022,Pool,2159,14,3,17.26,GOOD,GOOD,New,1,InspectionApp
CA-001273,2025-01-16,VH-10254,FUG7006,Truck,187736,GOOD,1,10,Unleaded,AUTO,Electric,187696,2023-12-10,2019-08-21,Company,4359,20,0,47.91,Worn,Needs Service,New,1,InspectionApp
CA-001274,2025-06-22,VH-10243,CDY2197,Toyota Tacoma,56949,Good,3,3,EV,Manual,3.5L,67119,2024-06-07,2029-03-22,,1363,0,1,10.38,Worn Out,GOOD,Replace,0,ConditionPortal
CA-001275,06/29/2025,VH-10074,TMR3233,Truck,144216,Poor,,8,Diesel,Automatic,,159923,2025-01-05,2022-01-05,,4237,16,3,11.64,Worn Out,Good,New,0,InspectionApp
CA-001276,2025-11-16,VH-10331,BPG0055,F-150,159025,Unknown,2,13,Gas,AUTO,6.7L,159188,2025-04-18,2018-10-05,Second,1755,12,3,50.94,Worn Out,Worn,Unknown,0,MaintenanceRiskModel
CA-001277,2024-10-17,VH-10047,CGN2539,Ford F-150,53714,Good,1,4,EV,,2500,74432,09/23/2024,2026-11-18,Second,2345,7,2,53.25,GOOD,Needs Service,Replace,0,MaintenanceRiskModel
CA-001278,2024-01-28,VH-10150,YUA5745,Toyota Tacoma,108197,GOOD,0,8,ELECTRIC,Manual,,108076,2023-04-08,08/14/2023,,4110,15,1,40.88,GOOD,Good,Good,0,ConditionPortal
CA-001279,2025-09-13,VH-X6874,XWM3468,Tacoma,87407,GOOD,,4,Hybrid,Automatic,2000,109559,2025-01-31,2026-02-01,,3792,16,0,46.22,GOOD,GOOD,Unknown,0,InspectionApp
CA-001280,2024-05-23,VH-10024,IIN0190,Dodge Ram 1500,75836,Average,,7,DIESEL,Automatic,3.5L,89931,2024-06-16,2024-05-23,Company,965,15,0,38.84,New,Worn,Weak,0,ConditionPortal
CA-001281,02/12/2026,VH-10002,UQM5863,Van,67673,GOOD,3,8,Diesel,,,67968,2025-11-22,2026-12-01,Leased,3489,12,0,28.53,GOOD,GOOD,New,1,InspectionApp
CA-001282,2025-04-14,VH-10128,OBR9093,Van,92687,GOOD,2,6,petrol,Automatic,Electric,97799,12/08/2024,2024-09-06,Second,1419,1,3,54.39,Worn Out,New,WEAK,0,MaintenanceRiskModel
CA-001283,2025-04-28,VH-10238,YTR0534,Truck,193989,Average,3,11,Hybrid,Automatic,3.5L,194187,2024-03-11,2018-05-23,Second,2934,1,0,54.89,Worn Out,Needs Service,Weak,0,MaintenanceRiskModel
CA-001284,2024-02-08,VH-10182,RYO2003,International MV607,100267,Poor,1,5,Hybrid,,2000,108916,2023-04-14,2026-02-26,,2078,13,3,28.06,Good,Needs Service,Good,0,InspectionApp
CA-001285,2026-01-27,,ACN0996,Express,102417,Unknown,0,5,GAS,Manual,2.0L,102700,2025-12-19,2025-11-18,Second,2515,0,0,43.24,Good,Worn,Replace,0,ConditionPortal
CA-001286,2026-01-03,VH-10315,JUU7795,Toyota Prius,65003,Poor,1,5,Diesel,Automatic,,81612,2025-07-12,2027-01-19,Company,1151,3,1,9.6,Worn,Worn,Good,0,InspectionApp
CA-001287,2024-05-26,VH-10247,FUT2003,Sedan,58743,Good,2,5,EV,Manual,,71275,2023-07-24,2027-04-14,Company,2523,16,0,13.69,Worn Out,Good,Good,0,ConditionPortal
CA-001288,2024-08-05,VH-10282,IQB9979,Silverado,155629,GOOD,0,8,Electric,CVT,Electric,167557,2024-07-27,2021-08-12,Pool,1875,5,3,21.57,Poor,Needs Service,Good,1,MaintenanceRiskModel
CA-001289,11/01/2024,VH-10406,QCU7481,Nissan NV200,148924,Unknown,2,12,DIESEL,Automatic,,154166,2024-04-27,12/25/2025,Pool,1414,7,0,51.41,Worn Out,Poor,New,0,MaintenanceRiskModel
CA-001290,2025-09-09,VH-10390,EVT7030,M2,33975,Good,3,4,Diesel,Manual,2500,41553,2025-04-17,2027-08-03,Second,2723,8,1,20.91,Worn Out,Good,WEAK,0,InspectionApp
CA-001291,2025-03-21,VH-10144,CXK6790,Sedan,83581,Average,,4,Diesel,,1.8L,98678,2024-12-28,2027-05-22,Company,1965,1,0,26.63,Worn,GOOD,Replace,0,InspectionApp
CA-001292,2025-05-10,VH-10420,JIU2881,Civic,264760,Good,0,14,Diesel,Automatic,Electric,279278,2025-02-28,2016-08-20,,2379,15,3,31.73,Worn,GOOD,Weak,1,ConditionPortal
CA-001293,2025-02-01,VH-10380,ZIK8530,Tacoma,196577,Unknown,3,13,Electric,Automatic,3.5L,196656,2025-01-08,2017-10-25,,3977,14,2,42.77,GOOD,GOOD,Weak,1,MaintenanceRiskModel
CA-001294,2025-11-21,VH-10396,CNV7977,Explorer,119018,Good,3,7,GAS,Manual,2000,130778,2025-09-27,2022-01-31,Company,1491,8,0,30.22,New,Poor,New,0,InspectionApp
CA-001295,11/30/2024,VH-10234,GGF8456,Toyota Camry,67555,GOOD,0,5,DIESEL,Automatic,,90719,2024-05-11,2027-01-20,Leased,3620,19,1,54.48,Worn,GOOD,Good,1,ConditionPortal
CA-001296,2025-11-27,VH-10009,URK7079,Ram 1500,115490,GOOD,2,12,Diesel,AUTO,6.7L,115191,2024-10-28,2019-06-03,Company,1409,3,1,30.12,Poor,Worn,Good,1,InspectionApp
CA-001297,2024-09-12,VH-10340,CLY0078,Van,43546,GOOD,0,2,Gas,,2500,49203,2024-04-06,2028-01-05,Leased,3079,19,3,9.13,Good,Worn,Weak,1,InspectionApp
CA-001298,2024-04-26,VH-10251,ZZG6544,Van,11297,GOOD,1,14,DIESEL,Automatic,2.5L,11238,2023-04-21,09/01/2014,Leased,3740,13,1,24.36,Worn,Good,New,0,ConditionPortal
CA-001299,2025-03-23,VH-10236,FSR3291,Sedan,114726,GOOD,0,9,Electric,Manual,2000,125880,2025-03-14,2020-10-19,Second,4274,7,2,27.76,Poor,Poor,WEAK,1,ConditionPortal
CA-001300,2025-12-27,VH-10179,ULY5663,Silverado,195917,Poor,0,11,Gas,Manual,2500,195936,2025-04-12,2018-10-10,,2890,14,0,30.17,New,GOOD,Replace,1,InspectionApp
CA-001301,2025-08-29,VH-10350,BNP9893,Truck,93895,Poor,3,7,Electric,Manual,2000,108501,2024-10-30,2023-06-03,Second,2621,1,0,20.97,Good,GOOD,Weak,1,InspectionApp
CA-001302,2025-06-07,VH-10001,HYZ2582,Silverado,36226,GOOD,0,3,Electric,AUTO,2500,60125,2025-01-11,03/22/2027,Leased,2543,14,3,27.06,Good,GOOD,WEAK,0,InspectionApp
CA-001303,2024-03-22,VH-10326,ZWO9726,Ford F-150,90249,GOOD,0,5,DIESEL,AUTO,3.5L,90062,2023-06-12,2026-10-10,Pool,4007,1,2,32.45,Worn,Worn,Unknown,1,ConditionPortal
CA-001304,2024-04-25,VH-10387,RYH9066,SUV,115483,Poor,1,9,Electric,Automatic,Electric,115493,2024-04-11,2021-02-12,Second,3620,5,0,38.68,Worn Out,GOOD,WEAK,0,MaintenanceRiskModel
CA-001305,2024-04-29,VH-10381,TQJ3478,Truck,122347,GOOD,2,10,Hybrid,Manual,2000,122335,2023-10-27,2019-08-27,Second,4420,6,2,26.44,Worn Out,New,WEAK,0,MaintenanceRiskModel
CA-001306,2026-03-27,VH-10070,VBL7706,Camry,184867,Unknown,1,11,petrol,Manual,,184795,2026-03-03,2019-07-14,,1379,0,2,36.64,Worn Out,Worn,Good,0,ConditionPortal
CA-001307,2026-03-19,VH-10358,VZC8820,Camry,73955,Average,1,7,Diesel,Automatic,Electric,73771,2025-10-16,2023-04-15,,3392,19,3,45.18,Good,Poor,Replace,1,ConditionPortal
CA-001308,2024-03-30,VH-10161,DQI5787,M2,84821,Average,0,8,Electric,Automatic,3.5L,102590,2023-10-09,2021-04-05,Leased,1867,18,3,47.93,Poor,GOOD,Weak,0,InspectionApp
CA-001309,2024-04-29,,QRK4441,SUV,93025,GOOD,2,7,Diesel,Manual,3.5L,93115,2023-04-16,2022-12-08,Second,1293,13,3,54.69,Poor,Poor,New,0,MaintenanceRiskModel
CA-001310,2026-04-19,VH-10088,HOV5056,Heavy Truck,131569,Unknown,,14,Gas,AUTO,,150465,2025-05-30,2015-08-17,Company,2702,15,0,19.74,Good,GOOD,Unknown,1,ConditionPortal
CA-001311,2024-08-25,VH-10004,KRZ0273,Truck,130231,Average,3,9,EV,AUTO,Electric,138862,2023-11-12,2020-07-23,Leased,2643,13,0,29.48,Worn Out,New,Unknown,1,InspectionApp
CA-001312,2024-03-23,VH-10355,MSW8083,Toyota Tacoma,82940,Poor,3,8,Hybrid,AUTO,2500,99523,2023-03-19,2023-10-05,Second,1454,10,2,50.8,New,Good,Unknown,1,InspectionApp
CA-001313,2025-09-27,VH-10133,YUB6116,Van,262852,GOOD,1,14,Gas Hybrid,AUTO,Electric,281817,2025-09-29,2017-08-05,Second,3317,5,0,29.59,Poor,New,Weak,1,ConditionPortal
CA-001314,2024-11-22,VH-10229,ITD8549,Ford Explorer,10209,Average,0,1,Electric,AUTO,,16252,2024-04-11,2029-12-25,Company,2223,6,0,42.11,Worn Out,Good,Weak,0,MaintenanceRiskModel
CA-001315,2024-08-24,VH-10084,MVE1623,Ram 1500,253644,Average,2,14,Diesel,Manual,Electric,253543,2023-09-13,2018-02-01,Second,1679,6,0,9.13,Poor,GOOD,WEAK,0,MaintenanceRiskModel
CA-001316,2024-11-10,,UWS8227,Nissan NV200,111130,Poor,1,7,Electric,,,116880,2024-08-18,2024-05-02,,3352,19,3,42.97,Good,Poor,Unknown,1,ConditionPortal
CA-001317,2025-09-16,VH-10141,JIM8286,SUV,178995,GOOD,0,9,Diesel,Automatic,2500,191864,2025-04-29,2026-07-29,Leased,3477,17,0,17.89,New,Good,Good,0,ConditionPortal
CA-001318,10/12/2024,VH-10384,SJG6326,Nissan NV200,215032,Average,1,10,Gas,Manual,2500,223081,03/20/2024,2019-12-16,Second,2204,7,0,20.39,New,Good,Replace,1,ConditionPortal
CA-001319,2025-06-29,VH-10418,WJS6336,MV607,34473,Unknown,1,3,Electric,Automatic,2500,34487,2025-07-01,2029-05-27,Second,1635,7,0,33.12,Good,Poor,WEAK,1,ConditionPortal
CA-001320,2024-02-13,VH-10355,MSW8083,Toyota Tacoma,77370,Unknown,,8,Gas,,,97635,2023-04-11,2023-10-05,Pool,1596,10,3,38.23,Worn,Good,Replace,0,MaintenanceRiskModel
CA-001321,2024-03-19,VH-10016,XJK6295,Heavy Truck,112617,Unknown,3,6,EV,Automatic,,112550,2023-12-08,2026-02-03,,921,16,0,36.38,New,Needs Service,Unknown,0,ConditionPortal
CA-001322,2026-01-29,VH-10315,CIN8525,Sedan,63235,GOOD,1,5,EV,AUTO,,63069,2025-10-27,2027-01-19,Second,2467,17,0,24.22,Worn Out,Poor,Replace,0,InspectionApp
CA-001323,2025-05-04,VH-10217,NKD5416,Dodge Ram 1500,57709,Unknown,,3,Electric,,6.7L,73829,2024-04-20,2028-02-03,,1886,6,3,41.16,Worn Out,Needs Service,Unknown,0,ConditionPortal
CA-001324,2025-11-07,VH-10161,DQI5787,Heavy Truck,81049,GOOD,0,8,EV,,3.5L,106003,2025-04-09,2021-04-05,Pool,2102,15,0,26.02,Good,Needs Service,Unknown,0,InspectionApp
CA-001325,2024-01-04,VH-10346,RAO8056,Nissan NV200,70546,Average,1,4,Electric,,3.5L,70277,2023-08-24,2027-06-24,Second,1028,8,3,28.52,Worn,Poor,Unknown,0,MaintenanceRiskModel
CA-001326,2025-07-15,VH-X1109,YUA5745,Tacoma,107007,Unknown,0,8,Electric,,3.5L,107149,2024-11-11,2023-08-14,Company,2848,14,0,37.01,GOOD,Worn,Replace,0,MaintenanceRiskModel
CA-001327,2024-02-21,VH-10117,JAN4263,Truck,222988,Average,0,12,Diesel,Automatic,Electric,223147,2024-02-15,2020-03-16,Leased,4222,6,0,15.26,New,Worn,Good,0,ConditionPortal
CA-001328,2024-02-04,,ZQW4712,Truck,189624,Unknown,0,10,DIESEL,Manual,3.5L,198927,2023-01-08,2019-10-28,,1902,4,1,36.2,Worn,Good,WEAK,1,MaintenanceRiskModel
CA-001329,2024-07-20,VH-10086,DBK6805,Toyota Tacoma,184853,Poor,0,9,Hybrid,Manual,2.5L,184974,2023-06-09,2020-11-01,,4166,9,1,22.54,Worn Out,Poor,WEAK,0,ConditionPortal
CA-001330,2024-10-29,VH-10139,QZY4317,NV200,137160,Average,,7,Gas,,2500,158427,2024-04-05,2022-01-28,,2635,19,3,38.79,New,GOOD,Replace,0,InspectionApp
CA-001331,2025-11-11,VH-10391,SFP3482,Express,190618,Average,1,11,Electric,AUTO,Electric,210122,2024-10-04,2018-07-25,Second,3211,16,1,40.61,Poor,Needs Service,Replace,0,ConditionPortal
CA-001332,2025-12-15,VH-10275,EFD7489,Express,185464,Average,0,12,DIESEL,Automatic,Electric,201694,2025-09-04,2017-10-20,Second,2959,19,1,21.28,Worn,Poor,WEAK,0,InspectionApp
CA-001333,2026-02-05,,UQM5863,Chevrolet Express,65383,Unknown,0,8,Hybrid,Manual,3.5L,71305,2025-10-03,2026-03-23,Company,3415,7,0,50.75,Good,Needs Service,Unknown,1,InspectionApp
CA-001334,2026-02-20,VH-10420,JIU2881,Civic,270536,GOOD,3,14,Gas,Automatic,3.5L,292766,2025-06-21,2016-08-20,Company,2241,1,0,39.6,Worn Out,Good,Replace,0,InspectionApp
CA-001335,2024-04-30,VH-X4206,XYD8116,Van,76294,Average,3,10,Gas,AUTO,2000,76426,2024-01-12,2018-09-14,Company,3026,3,3,34.54,GOOD,GOOD,Weak,0,InspectionApp
